sym,tf,group,cond,h,win,n,mean_pips,t
EURUSD,60min,hour,h03,24,oos,521,1.2416506717850269,0.6305263952842051
EURUSD,60min,hour,h04,24,is,622,-0.524678456591639,-0.24762736690939044
EURUSD,60min,hour,h04,24,oos,521,1.2416506717850269,0.6202439047702903
EURUSD,60min,hour,h05,24,is,622,-0.5295819935691315,-0.25034806803591075
EURUSD,60min,hour,h05,24,oos,521,1.2416506717850275,0.6325090058368033
EURUSD,60min,hour,h06,24,is,622,-0.5302250803858564,-0.24980649448032236
EURUSD,60min,hour,h06,24,oos,521,1.241650671785027,0.6336066499342811
EURUSD,60min,hour,h07,24,is,622,-0.5278938906752407,-0.2467029098000158
EURUSD,60min,hour,h07,24,oos,521,1.241650671785027,0.6382047423908758
EURUSD,60min,hour,h08,24,is,622,-0.539549839228296,-0.25395695784199984
EURUSD,60min,hour,h08,24,oos,521,1.2416506717850273,0.6332903987925629
EURUSD,60min,hour,h09,24,is,622,-0.5323954983922832,-0.24619343310106154
EURUSD,60min,hour,h09,24,oos,521,1.2416506717850273,0.6137729745984728
EURUSD,60min,hour,h10,24,is,622,-0.5241961414791024,-0.24577830274682433
EURUSD,60min,hour,h10,24,oos,521,1.2416506717850273,0.6099571667216753
EURUSD,60min,hour,h11,24,is,622,-0.5259646302250744,-0.24563248864869844
EURUSD,60min,hour,h11,24,oos,521,1.241650671785027,0.6183392947331174
EURUSD,60min,hour,h12,24,is,622,-0.50337620578778,-0.23278889171742462
EURUSD,60min,hour,h12,24,oos,521,1.241650671785027,0.6160099160818442
EURUSD,60min,hour,h13,24,is,622,-0.5460610932475922,-0.2551362151806752
EURUSD,60min,hour,h13,24,oos,521,1.2416506717850264,0.601958220729461
EURUSD,60min,hour,h14,24,is,622,-0.5615755627009663,-0.27252167787584114
EURUSD,60min,hour,h14,24,oos,521,1.2416506717850264,0.6064291636593413
EURUSD,60min,hour,h15,24,is,622,-0.5384244372990353,-0.2618875573092648
EURUSD,60min,hour,h15,24,oos,521,1.2416506717850273,0.6217232221792499
EURUSD,60min,hour,h16,24,is,622,-0.5278135048231499,-0.24508367251213517
EURUSD,60min,hour,h16,24,oos,521,1.2416506717850275,0.6478924709954271
EURUSD,60min,hour,h17,24,is,622,-0.5424437299035387,-0.2443977977538185
EURUSD,60min,hour,h17,24,oos,521,1.2416506717850273,0.6332087418463561
EURUSD,60min,hour,h18,24,is,622,-0.5438102893890705,-0.24839589489260733
EURUSD,60min,hour,h18,24,oos,521,1.2416506717850275,0.6205109268291467
EURUSD,60min,hour,h19,24,is,622,-0.5486334405144689,-0.25871459644723455
EURUSD,60min,hour,h19,24,oos,521,1.241650671785027,0.6240636940503839
EURUSD,60min,hour,h20,24,is,622,-0.5391479099678439,-0.2543085184071678
EURUSD,60min,hour,h20,24,oos,521,1.2416506717850275,0.6213633053179856
EURUSD,60min,hour,h21,24,is,622,-0.7192926045016131,-0.340424010526987
EURUSD,60min,hour,h21,24,oos,521,1.524856046065251,0.7595540838608799
EURUSD,60min,hour,h22,24,is,622,-0.09316720257235978,-0.043845174436264525
EURUSD,60min,hour,h22,24,oos,521,1.3522072936660336,0.6680650281580408
EURUSD,60min,hour,h23,24,is,622,-0.4526527331189931,-0.21336490858074
EURUSD,60min,hour,h23,24,oos,521,0.8377159309020761,0.4130482464468248
EURUSD,60min,dow,dow0,24,is,2473,1.0938738374443788,1.0417628454215175
EURUSD,60min,dow,dow0,24,oos,2088,-2.855172413793113,-3.078732553966394
EURUSD,60min,dow,dow1,24,is,2496,0.8730769230769139,0.775206863410823
EURUSD,60min,dow,dow1,24,oos,2088,1.0042385057471772,0.9259968969645385
EURUSD,60min,dow,dow2,24,is,2496,3.0717147435897596,2.4556142725048766
EURUSD,60min,dow,dow2,24,oos,2088,2.72739463601528,2.38463309279709
EURUSD,60min,dow,dow3,24,is,2473,-4.304124545086891,-3.4003907742695323
EURUSD,60min,dow,dow3,24,oos,2088,2.9906369731800684,2.631740124343566
EURUSD,60min,dow,dow4,24,is,2496,-1.4326923076923554,-1.7552733075552496
EURUSD,60min,dow,dow4,24,oos,2088,0.7549090038313319,1.0536455836497167
EURUSD,60min,vol,vol_low,24,is,4815,-0.722274143302189,-1.0792693456099798
EURUSD,60min,vol,vol_low,24,oos,4174,0.6323670340201781,1.0101980787830076
EURUSD,60min,vol,vol_mid,24,is,4736,0.27915962837837327,0.3381107235800464
EURUSD,60min,vol,vol_mid,24,oos,4067,-0.3130317187116034,-0.4426739603100101
EURUSD,60min,vol,vol_high,24,is,4985,-0.07736208625876262,-0.09838186201233878
EURUSD,60min,vol,vol_high,24,oos,4351,3.2564467938404613,4.31062126370982
EURUSD,60min,z50,z<-2,24,is,1091,0.6700274977085443,0.4454558393788444
EURUSD,60min,z50,z<-2,24,oos,899,3.2878197997775227,2.3939983033016654
EURUSD,60min,z50,z-2..-1,24,is,2730,0.33001831501830464,0.3435621583131221
EURUSD,60min,z50,z-2..-1,24,oos,2299,4.210243584167033,4.658431642543751
EURUSD,60min,z50,z-1..1,24,is,7267,-0.10893766340993741,-0.1836836648088645
EURUSD,60min,z50,z-1..1,24,oos,6157,0.57709923664122,1.0043448376393516
EURUSD,60min,z50,z1..2,24,is,2720,-1.847132352941162,-1.6034934058221524
EURUSD,60min,z50,z1..2,24,oos,2347,-1.2193864507882453,-1.2532064047316172
EURUSD,60min,z50,z>2,24,is,1178,-1.6163412563667248,-0.9479442505021994
EURUSD,60min,z50,z>2,24,oos,890,2.481797752808989,1.4501423617978548
EURUSD,60min,mom4,mom4-,24,is,6394,0.9731076008758335,1.4110339722068095
EURUSD,60min,mom4,mom4-,24,oos,5182,1.9589733693554128,3.183352949977671
EURUSD,60min,mom4,mom4+,24,is,6398,-1.2699515473585647,-1.836364683634715
EURUSD,60min,mom4,mom4+,24,oos,5522,0.3478540383918915,0.5386451895763026
EURUSD,60min,mom24,mom24-,24,is,7473,-1.1732302957312983,-2.037261858899872
EURUSD,60min,mom24,mom24-,24,oos,6264,1.904374201788002,3.282381637505356
EURUSD,60min,mom24,mom24+,24,is,7403,0.3178171011751984,0.4885647262088632
EURUSD,60min,mom24,mom24+,24,oos,6195,0.6967473769168557,1.2274449249147827
GBPUSD,60min,hour,h00,1,is,625,-0.3540000000000846,-0.4199096754236568
GBPUSD,60min,hour,h00,1,oos,496,1.426512096774214,1.2782109557141565
GBPUSD,60min,hour,h01,1,is,507,0.2379684418146875,0.5521472161465842
GBPUSD,60min,hour,h01,1,oos,374,-0.18676470588243663,-0.4490279423972137
GBPUSD,60min,hour,h02,1,is,507,0.2276134122288471,0.5837883176711954
GBPUSD,60min,hour,h02,1,oos,374,0.26644385026739165,0.7247079050938772
GBPUSD,60min,hour,h03,1,is,507,-0.30414201183448136,-0.9852760151766783
GBPUSD,60min,hour,h03,1,oos,374,-0.11657754010692009,-0.365172281295296
GBPUSD,60min,hour,h04,1,is,507,-0.08313609467446582,-0.2426563795347761
GBPUSD,60min,hour,h04,1,oos,374,0.18114973262030235,0.625090197436659
GBPUSD,60min,hour,h05,1,is,507,-0.13865877712032626,-0.2522018669029964
GBPUSD,60min,hour,h05,1,oos,374,-0.4528074866310376,-0.9885826217397137
GBPUSD,60min,hour,h06,1,is,507,-0.9230769230769221,-1.4459856814638004
GBPUSD,60min,hour,h06,1,oos,374,0.18796791443852884,0.32776784734809616
GBPUSD,60min,hour,h07,1,is,507,-0.29743589743587534,-0.37594932123391495
GBPUSD,60min,hour,h07,1,oos,374,-0.20053475935831416,-0.2891278317428227
GBPUSD,60min,hour,h08,1,is,507,0.1501972386587273,0.18305732117269513
GBPUSD,60min,hour,h08,1,oos,374,0.5233957219251606,0.8459700172483431
GBPUSD,60min,hour,h09,1,is,507,0.0027613412228406787,0.0035313000843253508
GBPUSD,60min,hour,h09,1,oos,374,0.31270053475938825,0.569592835146586
GBPUSD,60min,hour,h10,1,is,507,-1.1150887573963488,-1.5611032299481384
GBPUSD,60min,hour,h10,1,oos,374,-0.5097593582888381,-0.94670564781331
GBPUSD,60min,hour,h11,1,is,507,-0.9479289940828707,-1.186811977026281
GBPUSD,60min,hour,h11,1,oos,374,0.11577540106947573,0.18310901424356987
GBPUSD,60min,hour,h12,1,is,507,-0.9871794871794944,-1.0295939487742516
GBPUSD,60min,hour,h12,1,oos,374,0.7021390374332308,0.8424966905059167
GBPUSD,60min,hour,h13,1,is,507,0.1321499013806649,0.10929939555158567
GBPUSD,60min,hour,h13,1,oos,374,-0.14010695187163136,-0.1557685875511628
GBPUSD,60min,hour,h14,1,is,507,1.1723865877711888,1.1674044842942997
GBPUSD,60min,hour,h14,1,oos,374,-0.4112299465241101,-0.5040098874725024
GBPUSD,60min,hour,h15,1,is,507,0.6783037475345457,0.7231363823101867
GBPUSD,60min,hour,h15,1,oos,374,-0.977005347593542,-1.3120599524351264
GBPUSD,60min,hour,h16,1,is,507,-0.09477317554243593,-0.14362878252325503
GBPUSD,60min,hour,h16,1,oos,374,0.25802139037427047,0.4703827347915728
GBPUSD,60min,hour,h17,1,is,507,0.29585798816564784,0.4937367421366019
GBPUSD,60min,hour,h17,1,oos,374,0.536631016042847,1.1430186770388984
GBPUSD,60min,hour,h18,1,is,507,-0.2762327416173228,-0.3982865493032838
GBPUSD,60min,hour,h18,1,oos,374,0.1339572192513417,0.26611559840416193
GBPUSD,60min,hour,h19,1,is,507,1.0596646942801318,2.0869348190743433
GBPUSD,60min,hour,h19,1,oos,374,-0.6060160427807708,-1.337531409420142
GBPUSD,60min,hour,h20,1,is,507,-0.04871794871799189,-0.13243742601624725
GBPUSD,60min,hour,h20,1,oos,374,0.49625668449194643,1.5028220945895028
GBPUSD,60min,hour,h21,1,is,507,0.21824457593687255,0.640279102841417
GBPUSD,60min,hour,h21,1,oos,374,-0.01978609625666566,-0.040861076711083806
GBPUSD,60min,hour,h22,1,is,507,-0.3830374753451676,-1.2443676503521734
GBPUSD,60min,hour,h22,1,oos,374,0.08569518716582623,0.29187776952624805
GBPUSD,60min,hour,h23,1,is,507,0.24309664694286928,0.7943781119212516
GBPUSD,60min,hour,h23,1,oos,374,0.04598930481281492,0.14006086547093577
GBPUSD,60min,dow,dow0,1,is,2047,0.34960918417195613,1.0785504637276635
GBPUSD,60min,dow,dow0,1,oos,1523,0.5292843072882517,1.5890166655107076
GBPUSD,60min,dow,dow1,1,is,1929,-0.3487299118714335,-0.8829982223956443
GBPUSD,60min,dow,dow1,1,oos,1549,0.3006132989025204,0.9431017706419668
GBPUSD,60min,dow,dow2,1,is,1998,-0.08358358358358438,-0.21918486879597215
GBPUSD,60min,dow,dow2,1,oos,1547,-0.21260504201681152,-0.6476123645169958
GBPUSD,60min,dow,dow3,1,is,2139,-0.05979429640018006,-0.15031921211612795
GBPUSD,60min,dow,dow3,1,oos,1455,0.06632302405497614,0.18852085372189747
GBPUSD,60min,dow,dow4,1,is,2071,-0.21760019314341172,-0.5870621972536958
GBPUSD,60min,dow,dow4,1,oos,1453,-0.19955264969029518,-0.5937147353212093
GBPUSD,60min,vol,vol_low,1,is,3923,0.14830486872291532,1.1119837293659374
GBPUSD,60min,vol,vol_low,1,oos,3024,-0.031233465608455073,-0.22666688292889786
GBPUSD,60min,vol,vol_mid,1,is,3855,-0.27926070038912026,-1.2116361687751878
GBPUSD,60min,vol,vol_mid,1,oos,2987,0.10895547371945341,0.5390213159829015
GBPUSD,60min,vol,vol_high,1,is,4009,-0.10032427039160313,-0.2968217470168212
GBPUSD,60min,vol,vol_high,1,oos,3087,0.18169744088110126,0.6413712518431978
GBPUSD,60min,z50,z<-2,1,is,947,-0.31884899683209406,-0.5329961055855191
GBPUSD,60min,z50,z<-2,1,oos,622,0.5950964630224976,0.9906111974890233
GBPUSD,60min,z50,z-2..-1,1,is,2393,0.062348516506459735,0.20035455663722576
GBPUSD,60min,z50,z-2..-1,1,oos,1659,0.12423146473777519,0.4319354815095995
GBPUSD,60min,z50,z-1..1,1,is,5863,0.0060975609756160195,0.03144250220575959
GBPUSD,60min,z50,z-1..1,1,oos,4249,-0.12999529301011412,-0.7191332784219461
GBPUSD,60min,z50,z1..2,1,is,2134,-0.5200093720712228,-1.5992885398333299
GBPUSD,60min,z50,z1..2,1,oos,1853,0.2700755531570469,1.0420113100730661
GBPUSD,60min,z50,z>2,1,is,900,0.296166666666653,0.46239637212417545
GBPUSD,60min,z50,z>2,1,oos,715,0.3741958041958083,0.7888524009009662
GBPUSD,60min,mom4,mom4-,1,is,5263,0.03652859585787457,0.15965137508445212
GBPUSD,60min,mom4,mom4-,1,oos,3794,0.28788877174485417,1.3447894135497684
GBPUSD,60min,mom4,mom4+,1,is,5239,-0.1904084748997829,-0.8147475613905792
GBPUSD,60min,mom4,mom4+,1,oos,3971,-0.01309493830269256,-0.06619922942883015
GBPUSD,60min,mom24,mom24-,1,is,6247,0.06617576436689954,0.3389790984124821
GBPUSD,60min,mom24,mom24-,1,oos,4375,-0.0022857142857150327,-0.012147399636560087
GBPUSD,60min,mom24,mom24+,1,is,5899,-0.2182064756738444,-1.0647745774920483
GBPUSD,60min,mom24,mom24+,1,oos,4647,0.20914568538841952,1.2529362037440481
GBPUSD,60min,hour,h00,2,is,625,-0.19416000000003222,-0.21464475653505094
GBPUSD,60min,hour,h00,2,oos,496,1.2987903225806214,1.1273542640518837
GBPUSD,60min,hour,h01,2,is,507,0.4655818540435345,0.8335497111340041
GBPUSD,60min,hour,h01,2,oos,374,0.07967914438495495,0.1415042341041828
GBPUSD,60min,hour,h02,2,is,507,-0.07652859960563432,-0.15360308566898057
GBPUSD,60min,hour,h02,2,oos,374,0.1498663101604716,0.31001664743865154
GBPUSD,60min,hour,h03,2,is,507,-0.3872781065089473,-0.8457106927676479
GBPUSD,60min,hour,h03,2,oos,374,0.06457219251338228,0.151508396881644
GBPUSD,60min,hour,h04,2,is,507,-0.22179487179479204,-0.35695345069263174
GBPUSD,60min,hour,h04,2,oos,374,-0.2716577540107353,-0.5159293445399027
GBPUSD,60min,hour,h05,2,is,507,-1.0617357001972483,-1.4085350648680548
GBPUSD,60min,hour,h05,2,oos,374,-0.26483957219250887,-0.3460301683822613
GBPUSD,60min,hour,h06,2,is,507,-1.2205128205127975,-1.2382391846371381
GBPUSD,60min,hour,h06,2,oos,374,-0.01256684491978523,-0.013287447498408305
GBPUSD,60min,hour,h07,2,is,507,-0.14723865877714762,-0.12508083207745443
GBPUSD,60min,hour,h07,2,oos,374,0.3228609625668464,0.348103461412048
GBPUSD,60min,hour,h08,2,is,507,0.15295857988156852,0.1337439219682482
GBPUSD,60min,hour,h08,2,oos,374,0.8360962566845489,0.9506651147240887
GBPUSD,60min,hour,h09,2,is,507,-1.112327416173508,-0.9892765985687175
GBPUSD,60min,hour,h09,2,oos,374,-0.1970588235294502,-0.2581147732795918
GBPUSD,60min,hour,h10,2,is,507,-2.0630177514792196,-1.9999819875273555
GBPUSD,60min,hour,h10,2,oos,374,-0.3939839572193625,-0.5030679436257852
GBPUSD,60min,hour,h11,2,is,507,-1.935108481262365,-1.643039921983473
GBPUSD,60min,hour,h11,2,oos,374,0.8179144385027066,0.7950879923413419
GBPUSD,60min,hour,h12,2,is,507,-0.8550295857988298,-0.5535021064999222
GBPUSD,60min,hour,h12,2,oos,374,0.5620320855615991,0.4651300438432667
GBPUSD,60min,hour,h13,2,is,507,1.3045364891518536,0.8095673694162524
GBPUSD,60min,hour,h13,2,oos,374,-0.551336898395742,-0.45809967386655925
GBPUSD,60min,hour,h14,2,is,507,1.8506903353057347,1.40265289246782
GBPUSD,60min,hour,h14,2,oos,374,-1.3882352941176521,-1.221817845297712
GBPUSD,60min,hour,h15,2,is,507,0.5835305719921098,0.5172620904736572
GBPUSD,60min,hour,h15,2,oos,374,-0.7189839572192713,-0.7317250909159874
GBPUSD,60min,hour,h16,2,is,507,0.2010848126232119,0.22348566598618255
GBPUSD,60min,hour,h16,2,oos,374,0.7946524064171175,1.0961187717674765
GBPUSD,60min,hour,h17,2,is,507,0.01962524654832506,0.02180094436423703
GBPUSD,60min,hour,h17,2,oos,374,0.6705882352941888,1.018779157962932
GBPUSD,60min,hour,h18,2,is,507,0.7834319526628092,0.8940303116923611
GBPUSD,60min,hour,h18,2,oos,374,-0.4720588235294288,-0.6680697859966773
GBPUSD,60min,hour,h19,2,is,507,1.01094674556214,1.603720379728632
GBPUSD,60min,hour,h19,2,oos,374,-0.10975935828882427,-0.20039527893008874
GBPUSD,60min,hour,h20,2,is,507,0.16952662721888045,0.3477616241094305
GBPUSD,60min,hour,h20,2,oos,374,0.47647058823528093,0.8632188208104528
GBPUSD,60min,hour,h21,2,is,507,-0.16479289940829497,-0.3853001013981
GBPUSD,60min,hour,h21,2,oos,374,0.06590909090916056,0.13267118123173355
GBPUSD,60min,hour,h22,2,is,507,-0.13994082840229813,-0.309114458674363
GBPUSD,60min,hour,h22,2,oos,374,0.13168449197864102,0.2812675218974481
GBPUSD,60min,hour,h23,2,is,507,-0.15818540433925765,-0.1457763915220694
GBPUSD,60min,hour,h23,2,oos,373,1.919034852546898,1.3197271853068855
GBPUSD,60min,dow,dow0,2,is,2047,0.5963116756228664,1.3445538561717718
GBPUSD,60min,dow,dow0,2,oos,1523,0.5849638870650201,1.2078662776074205
GBPUSD,60min,dow,dow1,2,is,1929,-0.743260756868857,-1.3224209804916818
GBPUSD,60min,dow,dow1,2,oos,1549,0.7508715300193525,1.7734564102621784
GBPUSD,60min,dow,dow2,2,is,1998,-0.02870370370369841,-0.05395344357220562
GBPUSD,60min,dow,dow2,2,oos,1547,-0.36603102779573604,-0.7654058746414557
GBPUSD,60min,dow,dow3,2,is,2139,-0.025198690977078723,-0.04536208777143214
GBPUSD,60min,dow,dow3,2,oos,1455,-0.01646048109965264,-0.03372793946515097
GBPUSD,60min,dow,dow4,2,is,2071,-0.44915499758570815,-0.8665895430822059
GBPUSD,60min,dow,dow4,2,oos,1452,-0.2740702479338953,-0.5995423320338612
GBPUSD,60min,vol,vol_low,2,is,3923,0.12858781544735515,0.6807124043250563
GBPUSD,60min,vol,vol_low,2,oos,3023,0.10216672179953844,0.470652093446663
GBPUSD,60min,vol,vol_mid,2,is,3855,-0.24241245136184994,-0.7017212932683385
GBPUSD,60min,vol,vol_mid,2,oos,2987,0.21742551054572046,0.7297018097044911
GBPUSD,60min,vol,vol_high,2,is,4009,-0.3436018957346066,-0.7478555582939801
GBPUSD,60min,vol,vol_high,2,oos,3087,0.20183025591186424,0.5333328279977759
GBPUSD,60min,z50,z<-2,2,is,947,-0.5593453009503644,-0.7087869414912539
GBPUSD,60min,z50,z<-2,2,oos,622,1.2309485530546584,1.572204503741986
GBPUSD,60min,z50,z-2..-1,2,is,2393,0.0466360217300192,0.10798203411635841
GBPUSD,60min,z50,z-2..-1,2,oos,1659,0.5875828812537406,1.4109631706891816
GBPUSD,60min,z50,z-1..1,2,is,5863,-0.023827392120069305,-0.08570366695858816
GBPUSD,60min,z50,z-1..1,2,oos,4248,-0.45683851224103517,-1.7669408809064169
GBPUSD,60min,z50,z1..2,2,is,2134,-0.9289362699156437,-1.9634119133040722
GBPUSD,60min,z50,z1..2,2,oos,1853,0.5927684835401926,1.6250671121543492
GBPUSD,60min,z50,z>2,2,is,900,0.7726666666666779,0.9244078306555804
GBPUSD,60min,z50,z>2,2,oos,715,0.9554545454545224,1.501093229150034
GBPUSD,60min,mom4,mom4-,2,is,5263,0.018820064601937768,0.05929327281344843
GBPUSD,60min,mom4,mom4-,2,oos,3793,0.7102689164249938,2.325359790872159
GBPUSD,60min,mom4,mom4+,2,is,5239,-0.3182095819812881,-0.9593300061082212
GBPUSD,60min,mom4,mom4+,2,oos,3971,-0.20078065978343956,-0.7278322516530531
GBPUSD,60min,mom24,mom24-,2,is,6247,0.0429646230190469,0.15510777244117901
GBPUSD,60min,mom24,mom24-,2,oos,4374,0.09021490626428808,0.34173553813917634
GBPUSD,60min,mom24,mom24+,2,is,5899,-0.32995422953042236,-1.1552861648540247
GBPUSD,60min,mom24,mom24+,2,oos,4647,0.27453195610070547,1.1495574575107168
GBPUSD,60min,hour,h00,4,is,625,-0.19768000000011215,-0.20223719450986158
GBPUSD,60min,hour,h00,4,oos,496,1.307762096774201,1.0710680817907139
GBPUSD,60min,hour,h01,4,is,507,0.07830374753458733,0.11265461214030925
GBPUSD,60min,hour,h01,4,oos,374,0.14425133689833736,0.2119133979398225
GBPUSD,60min,hour,h02,4,is,507,-0.2983234714004262,-0.3994576588209864
GBPUSD,60min,hour,h02,4,oos,374,-0.12179144385026361,-0.17127639716515308
GBPUSD,60min,hour,h03,4,is,507,-1.4490138067061953,-1.6768888582637937
GBPUSD,60min,hour,h03,4,oos,374,-0.20026737967912647,-0.2337894674788266
GBPUSD,60min,hour,h04,4,is,507,-1.4423076923075897,-1.2671641114727368
GBPUSD,60min,hour,h04,4,oos,374,-0.2842245989305206,-0.2635710279299969
GBPUSD,60min,hour,h05,4,is,507,-1.208974358974396,-0.8707507664163352
GBPUSD,60min,hour,h05,4,oos,374,0.05802139037433756,0.047148679644632575
GBPUSD,60min,hour,h06,4,is,507,-1.0675542406312286,-0.6986006705034822
GBPUSD,60min,hour,h06,4,oos,374,0.8235294117647637,0.6291883167850412
GBPUSD,60min,hour,h07,4,is,507,-1.2595660749506556,-0.7912905442741098
GBPUSD,60min,hour,h07,4,oos,374,0.12580213903739632,0.10408994062822281
GBPUSD,60min,hour,h08,4,is,507,-1.9100591715976505,-1.195785481651238
GBPUSD,60min,hour,h08,4,oos,374,0.4421122994651864,0.4033840595683205
GBPUSD,60min,hour,h09,4,is,507,-3.0474358974358733,-1.9113966880782838
GBPUSD,60min,hour,h09,4,oos,374,0.6208556149732568,0.4868554337951162
GBPUSD,60min,hour,h10,4,is,507,-2.918047337278049,-1.6048785987985428
GBPUSD,60min,hour,h10,4,oos,374,0.16804812834223662,0.11212757472575173
GBPUSD,60min,hour,h11,4,is,507,-0.6305719921105113,-0.31142748092878303
GBPUSD,60min,hour,h11,4,oos,374,0.26657754010696444,0.17091453297675224
GBPUSD,60min,hour,h12,4,is,507,0.9956607495069049,0.4812056417137461
GBPUSD,60min,hour,h12,4,oos,374,-0.8262032085560526,-0.5099632973951425
GBPUSD,60min,hour,h13,4,is,507,1.888067061143963,0.9636382250780725
GBPUSD,60min,hour,h13,4,oos,374,-1.2703208556150127,-0.7891122805916343
GBPUSD,60min,hour,h14,4,is,507,2.0517751479289466,1.3665263189218548
GBPUSD,60min,hour,h14,4,oos,374,-0.5935828877005352,-0.4102091599129133
GBPUSD,60min,hour,h15,4,is,507,0.6031558185404351,0.43282577342900647
GBPUSD,60min,hour,h15,4,oos,374,-0.04839572192508268,-0.04126801109151237
GBPUSD,60min,hour,h16,4,is,507,0.9845167652860207,0.7718062859151282
GBPUSD,60min,hour,h16,4,oos,374,0.3225935828876884,0.356889048631547
GBPUSD,60min,hour,h17,4,is,507,1.0305719921104648,0.936840810315377
GBPUSD,60min,hour,h17,4,oos,374,0.5608288770053647,0.682551006492643
GBPUSD,60min,hour,h18,4,is,507,0.9529585798816895,0.9721145141392481
GBPUSD,60min,hour,h18,4,oos,374,0.004411764705851895,0.005012610020144691
GBPUSD,60min,hour,h19,4,is,507,0.8461538461538449,1.2002095266570265
GBPUSD,60min,hour,h19,4,oos,374,-0.043850267379663736,-0.06101124568723769
GBPUSD,60min,hour,h20,4,is,507,0.0295857988165822,0.05130883524669952
GBPUSD,60min,hour,h20,4,oos,374,0.608155080213922,0.9201376197784102
GBPUSD,60min,hour,h21,4,is,507,-0.32297830374755265,-0.27542756661676787
GBPUSD,60min,hour,h21,4,oos,373,1.9851206434316868,1.3445756317098236
GBPUSD,60min,hour,h22,4,is,507,-0.5076923076922615,-0.4198280405292714
GBPUSD,60min,hour,h22,4,oos,373,1.9541554959785667,1.2572896500034956
GBPUSD,60min,hour,h23,4,is,507,0.2936883629192254,0.24744347343410786
GBPUSD,60min,hour,h23,4,oos,373,2.06380697050929,1.3257830549647265
GBPUSD,60min,dow,dow0,4,is,2047,1.1279677576941838,1.8486164842491783
GBPUSD,60min,dow,dow0,4,oos,1523,0.5923834537097918,0.8587074098562626
GBPUSD,60min,dow,dow1,4,is,1929,-1.395749092794207,-1.7786169880525875
GBPUSD,60min,dow,dow1,4,oos,1549,1.6295997417688797,2.81608381204199
GBPUSD,60min,dow,dow2,4,is,1998,-0.17647647647647907,-0.2390925824373169
GBPUSD,60min,dow,dow2,4,oos,1547,-0.43594053005817673,-0.6305518211746047
GBPUSD,60min,dow,dow3,4,is,2139,0.22517531556803907,0.28305516833981187
GBPUSD,60min,dow,dow3,4,oos,1455,-0.4244329896907202,-0.6120558260056717
GBPUSD,60min,dow,dow4,4,is,2071,-1.022597778850793,-1.4147685248214952
GBPUSD,60min,dow,dow4,4,oos,1450,-0.2764137931034647,-0.45231738096475893
GBPUSD,60min,vol,vol_low,4,is,3923,0.04260769819014827,0.14340784931313033
GBPUSD,60min,vol,vol_low,4,oos,3022,0.5571641297154436,1.744371517185854
GBPUSD,60min,vol,vol_mid,4,is,3855,-0.627535667963678,-1.296289485250448
GBPUSD,60min,vol,vol_mid,4,oos,2987,0.05338131904921639,0.12098646598625215
GBPUSD,60min,vol,vol_high,4,is,4009,-0.34265402843601106,-0.542853749524381
GBPUSD,60min,vol,vol_high,4,oos,3086,0.43018470511986984,0.8497981492514693
GBPUSD,60min,z50,z<-2,4,is,947,-0.656494192185834,-0.5731936981804313
GBPUSD,60min,z50,z<-2,4,oos,622,1.9536173633440341,1.9182695979860582
GBPUSD,60min,z50,z-2..-1,4,is,2393,-0.28309653155037334,-0.4602586472294223
GBPUSD,60min,z50,z-2..-1,4,oos,1659,1.5028933092223777,2.630331839564681
GBPUSD,60min,z50,z-1..1,4,is,5863,-0.08250895446018205,-0.2111320708382711
GBPUSD,60min,z50,z-1..1,4,oos,4246,-0.9957371643899944,-2.7205034426390933
GBPUSD,60min,z50,z1..2,4,is,2134,-1.3770149953139288,-2.167303788183781
GBPUSD,60min,z50,z1..2,4,oos,1853,1.3227199136535295,2.5098402044741874
GBPUSD,60min,z50,z>2,4,is,900,1.2246111111111126,1.0574538779028486
GBPUSD,60min,z50,z>2,4,oos,715,1.7331468531468657,1.8955068287027468
GBPUSD,60min,mom4,mom4-,4,is,5263,-0.021936158084749635,-0.048614309279676186
GBPUSD,60min,mom4,mom4-,4,oos,3792,0.9213343881856393,2.152986998941074
GBPUSD,60min,mom4,mom4+,4,is,5239,-0.5013456766558344,-1.0953599747717309
GBPUSD,60min,mom4,mom4+,4,oos,3970,-0.08327455919395209,-0.2148334236554673
GBPUSD,60min,mom24,mom24-,4,is,6247,-0.16098127101008067,-0.4022352476854457
GBPUSD,60min,mom24,mom24-,4,oos,4372,0.02260978956997988,0.06289360590124854
GBPUSD,60min,mom24,mom24+,4,is,5899,-0.4144346499406717,-1.06846771926683
GBPUSD,60min,mom24,mom24+,4,oos,4647,0.5947170217344582,1.7143935930521024
GBPUSD,60min,hour,h00,8,is,625,-1.2549600000000325,-0.9561580166823425
GBPUSD,60min,hour,h00,8,oos,496,1.2956653225806456,0.8477722731195738
GBPUSD,60min,hour,h01,8,is,507,-1.1306706114398086,-0.7472282203519822
GBPUSD,60min,hour,h01,8,oos,374,0.2022727272726754,0.1433222058894704
GBPUSD,60min,hour,h02,8,is,507,-1.3658777120316554,-0.8442289805758523
GBPUSD,60min,hour,h02,8,oos,374,0.7017379679144998,0.4618218359687996
GBPUSD,60min,hour,h03,8,is,507,-2.708579881656851,-1.511246364631696
GBPUSD,60min,hour,h03,8,oos,374,-0.07446524064172975,-0.04910479329775613
GBPUSD,60min,hour,h04,8,is,507,-3.3523668639052406,-1.7131612274515844
GBPUSD,60min,hour,h04,8,oos,374,0.1578877005346657,0.10431160022139636
