sym,cond,h,win,n,mean,t,tf
AUDUSD,spike_dn,1,oos,547,0.5876014820818318,2.1993325348342307,15min
AUDUSD,spike_dn,2,is,1018,0.016857046388411748,0.06825209262551062,15min
AUDUSD,spike_dn,2,oos,547,0.3710310425487189,0.991296946819122,15min
AUDUSD,spike_dn,4,is,1018,0.13577696114616,0.4220240977900232,15min
AUDUSD,spike_dn,4,oos,547,0.8967383870074767,1.9406581486390666,15min
AUDUSD,spike_dn,8,is,1018,0.7848152189524864,1.802687891492113,15min
AUDUSD,spike_dn,8,oos,547,1.0352593123673435,1.7568339445673393,15min
AUDUSD,spike_dn,12,is,1018,0.9433819639886548,1.862582026860705,15min
AUDUSD,spike_dn,12,oos,547,1.4222541237362674,2.197613083890879,15min
AUDUSD,spike_dn,24,is,1018,0.7514987020440925,1.100008413894256,15min
AUDUSD,spike_dn,24,oos,547,1.6281486140322363,1.8995323265435975,15min
AUDUSD,london_open,1,is,2076,-0.10716388664639369,-1.287442809478871,15min
AUDUSD,london_open,1,oos,1244,-0.010858327931277133,-0.10864034840655228,15min
AUDUSD,london_open,2,is,2076,-0.2345108176087803,-2.000303538570043,15min
AUDUSD,london_open,2,oos,1244,-0.07379200570630019,-0.5174231618098167,15min
AUDUSD,london_open,4,is,2076,-0.3923597855065692,-2.5123900670907418,15min
AUDUSD,london_open,4,oos,1244,-0.13174451005748786,-0.6839925277203633,15min
AUDUSD,london_open,8,is,2076,-0.27797583305549894,-1.3540572844743581,15min
AUDUSD,london_open,8,oos,1244,0.02607651464576891,0.10235642174356778,15min
AUDUSD,london_open,12,is,2076,-0.4944685665389262,-2.0325580026589685,15min
AUDUSD,london_open,12,oos,1244,-0.1287535650896862,-0.42176058909376096,15min
AUDUSD,london_open,24,is,2076,-0.5740768247926842,-1.3997870452943268,15min
AUDUSD,london_open,24,oos,1244,0.5127375293081786,1.1124877240466056,15min
AUDUSD,ny_open,1,is,2076,-0.11366677681980068,-0.9413982519529489,15min
AUDUSD,ny_open,1,oos,1244,0.1046963344481407,0.7561055152719331,15min
AUDUSD,ny_open,2,is,2076,-0.29303682916945245,-1.6859169582846016,15min
AUDUSD,ny_open,2,oos,1244,0.2502031711425809,1.3078972051090716,15min
AUDUSD,ny_open,4,is,2076,-0.40146383174931954,-1.6224742404475632,15min
AUDUSD,ny_open,4,oos,1244,0.5815593484634118,2.153988845295283,15min
AUDUSD,ny_open,8,is,2076,-0.7328650430747509,-2.0772229242066165,15min
AUDUSD,ny_open,8,oos,1244,0.23174371721811593,0.6021568205356507,15min
AUDUSD,ny_open,12,is,2076,-1.000537930700757,-2.5715783291776453,15min
AUDUSD,ny_open,12,oos,1244,0.044076016903873534,0.099444338803944,15min
AUDUSD,ny_open,24,is,2076,-0.40247277854988417,-0.8338787077663067,15min
AUDUSD,ny_open,24,oos,1244,-0.310534174871888,-0.5716167570729833,15min
AUDUSD,friday_pm,1,is,3132,-0.08200369057229791,-1.4454138513429886,15min
AUDUSD,friday_pm,1,oos,1872,-0.09498418331918623,-1.332145286291484,15min
AUDUSD,friday_pm,2,is,3132,-0.15438094436298586,-2.0135786548013224,15min
AUDUSD,friday_pm,2,oos,1872,-0.2004097709796039,-2.134375610886915,15min
AUDUSD,friday_pm,4,is,3132,-0.2353742769762908,-2.381268207843824,15min
AUDUSD,friday_pm,4,oos,1872,-0.3726378923094039,-3.116236600255262,15min
AUDUSD,friday_pm,8,is,3132,-0.33588265356944536,-2.669633877654508,15min
AUDUSD,friday_pm,8,oos,1872,-0.6079778866513924,-4.104383329428211,15min
AUDUSD,friday_pm,12,is,3132,-0.35633036605021,-2.6637217967306728,15min
AUDUSD,friday_pm,12,oos,1872,-0.8153294713199213,-4.933661161965775,15min
AUDUSD,friday_pm,24,is,3132,-0.5169710769279999,-3.782420982088401,15min
AUDUSD,friday_pm,24,oos,1872,-1.2033892810910976,-6.568385428893954,15min
AUDUSD,sunday_open,1,is,8161,0.012423017349047591,0.6676449686335822,15min
AUDUSD,sunday_open,1,oos,4992,-0.04941126665252256,-1.3864757411928845,15min
AUDUSD,sunday_open,2,is,8161,0.03195300688287718,1.2620427535165604,15min
AUDUSD,sunday_open,2,oos,4992,-0.08699831264627327,-1.7787836984950247,15min
AUDUSD,sunday_open,4,is,8161,0.0848593283105392,2.4996736833307223,15min
AUDUSD,sunday_open,4,oos,4992,-0.1476612630359054,-2.2070430493003648,15min
AUDUSD,sunday_open,8,is,8161,0.25325621329305453,5.104220327410398,15min
AUDUSD,sunday_open,8,oos,4992,-0.2175865939163698,-2.3845735195913718,15min
AUDUSD,sunday_open,12,is,8161,0.42061155924848936,6.584445854752103,15min
AUDUSD,sunday_open,12,oos,4992,-0.22381972238832787,-2.011802197960139,15min
AUDUSD,sunday_open,24,is,8161,0.855498329868136,8.285548606574617,15min
AUDUSD,sunday_open,24,oos,4992,-0.2239054402791852,-1.4895890250936388,15min
USDJPY,asia_break_up,1,is,239,0.646754637383626,1.2120561524564497,15min
USDJPY,asia_break_up,1,oos,157,0.680846232966387,1.5537261066576409,15min
USDJPY,asia_break_up,2,is,239,1.0525050906666351,1.2011474588080906,15min
USDJPY,asia_break_up,2,oos,157,1.0131226694945206,1.4290346254088413,15min
USDJPY,asia_break_up,4,is,239,1.164633612295743,0.9678501393728263,15min
USDJPY,asia_break_up,4,oos,157,1.5576343361291352,1.4918954410661909,15min
USDJPY,asia_break_up,8,is,239,3.1949576011603043,1.9969638944273622,15min
USDJPY,asia_break_up,8,oos,157,2.6429044564692203,1.6564134759277314,15min
USDJPY,asia_break_up,12,is,239,3.7849050209873276,1.7691184245240092,15min
USDJPY,asia_break_up,12,oos,157,3.470515144158458,1.8262968142861187,15min
USDJPY,asia_break_up,24,is,239,5.053701255363792,1.4472775288928568,15min
USDJPY,asia_break_up,24,oos,157,4.5386028680520605,1.716525028550865,15min
USDJPY,asia_break_dn,1,is,186,1.2664626501607157,1.6035962581233905,15min
USDJPY,asia_break_dn,1,oos,130,0.21273011341737935,0.17291604497958113,15min
USDJPY,asia_break_dn,2,is,186,0.3307747626870811,0.2725798858885316,15min
USDJPY,asia_break_dn,2,oos,130,1.2010673044776148,1.0954052263693324,15min
USDJPY,asia_break_dn,4,is,186,1.3766032888150594,0.92644578820534,15min
USDJPY,asia_break_dn,4,oos,130,0.7989719157473921,0.5360127811292207,15min
USDJPY,asia_break_dn,8,is,186,1.1741743195657792,0.5916443205432862,15min
USDJPY,asia_break_dn,8,oos,130,1.9648373325103206,1.316585166435271,15min
USDJPY,asia_break_dn,12,is,186,0.09110018902611326,0.031104591230145875,15min
USDJPY,asia_break_dn,12,oos,130,1.6327713910964226,0.5276264834901372,15min
USDJPY,asia_break_dn,24,is,186,-3.3258641380767164,-0.7509159385182902,15min
USDJPY,asia_break_dn,24,oos,130,-5.028611732633743,-1.0451260065041097,15min
USDJPY,compress,1,is,8348,-0.00208348283867894,-0.03179574826805302,15min
USDJPY,compress,1,oos,4768,-0.025725778425885058,-0.35694561680506465,15min
USDJPY,compress,2,is,8348,-0.029825806118176642,-0.2980291704092491,15min
USDJPY,compress,2,oos,4768,-0.029707250246269756,-0.28411484170548756,15min
USDJPY,compress,4,is,8348,0.03959371598594837,0.25375485103967715,15min
USDJPY,compress,4,oos,4768,-0.11521852049437642,-0.7650122493038591,15min
USDJPY,compress,8,is,8348,0.36734627241269907,1.5173741256602764,15min
USDJPY,compress,8,oos,4768,-0.011327645548521175,-0.05225858994202664,15min
USDJPY,compress,12,is,8348,0.059132130229032215,0.19641358842196352,15min
USDJPY,compress,12,oos,4768,0.029046074885722226,0.11394371846502595,15min
USDJPY,compress,24,is,8348,-0.019379486547216995,-0.04667872438492061,15min
USDJPY,compress,24,oos,4768,0.4171531421725943,1.0777391310122604,15min
USDJPY,expand_up,1,is,3328,0.015642305350999273,0.07164376800957994,15min
USDJPY,expand_up,1,oos,1913,-0.2791603928356386,-1.3169803510816975,15min
USDJPY,expand_up,2,is,3328,0.018123553009767576,0.0595117132808015,15min
USDJPY,expand_up,2,oos,1913,-0.12581174172454795,-0.4470964387509936,15min
USDJPY,expand_up,4,is,3328,-0.26920661994205997,-0.6174216189348719,15min
USDJPY,expand_up,4,oos,1913,-0.0647290774571989,-0.17173870108712086,15min
USDJPY,expand_up,8,is,3328,-0.3015592735379409,-0.526365013444498,15min
USDJPY,expand_up,8,oos,1913,-0.2971709911054453,-0.5885273709343669,15min
USDJPY,expand_up,12,is,3328,-0.07624966751846586,-0.11598205070805684,15min
USDJPY,expand_up,12,oos,1913,-0.805902660936303,-1.3904896903801,15min
USDJPY,expand_up,24,is,3328,1.082086001501488,1.2104974357342275,15min
USDJPY,expand_up,24,oos,1913,-0.06284049132941735,-0.07686449904547275,15min
USDJPY,expand_dn,1,is,3550,0.14681309692738845,0.6287268926536941,15min
USDJPY,expand_dn,1,oos,2050,0.21400966313571948,0.7926732434665176,15min
USDJPY,expand_dn,2,is,3550,0.1926825318829999,0.6106622970997224,15min
USDJPY,expand_dn,2,oos,2050,0.278271807291763,0.8287702037428349,15min
USDJPY,expand_dn,4,is,3550,-0.03240958412135345,-0.07727250741662714,15min
USDJPY,expand_dn,4,oos,2050,0.17243533038137765,0.37502179519735734,15min
USDJPY,expand_dn,8,is,3550,0.4764906909121953,0.851800941619806,15min
USDJPY,expand_dn,8,oos,2050,0.2255953062439616,0.37691212177879535,15min
USDJPY,expand_dn,12,is,3550,0.08947547298801618,0.13645490721706705,15min
USDJPY,expand_dn,12,oos,2050,-0.22963010984172819,-0.3087276328343136,15min
USDJPY,expand_dn,24,is,3550,-0.24055609627747224,-0.27419310548672415,15min
USDJPY,expand_dn,24,oos,2050,-1.4901145468927446,-1.4235916751745685,15min
USDJPY,spike_up,1,is,1064,0.16564659793343953,0.4032117836364146,15min
USDJPY,spike_up,1,oos,584,-0.05451172009172963,-0.1278668090624043,15min
USDJPY,spike_up,2,is,1064,0.6874492109045154,1.3066707609657684,15min
USDJPY,spike_up,2,oos,584,-0.05644586728206987,-0.10556229635750672,15min
USDJPY,spike_up,4,is,1064,0.8167687225608585,1.1062127228909586,15min
USDJPY,spike_up,4,oos,584,-0.029846577403437723,-0.04455068585455443,15min
USDJPY,spike_up,8,is,1064,0.23438330978337304,0.23193746088286807,15min
USDJPY,spike_up,8,oos,584,-0.4115694114306566,-0.46154128195123106,15min
USDJPY,spike_up,12,is,1064,0.656838122569717,0.5475053317740025,15min
USDJPY,spike_up,12,oos,584,-1.4011169123809133,-1.3160024456532913,15min
USDJPY,spike_up,24,is,1064,0.3547946661921224,0.22140306227682616,15min
USDJPY,spike_up,24,oos,584,-0.9086933975441789,-0.5844513597137879,15min
USDJPY,spike_dn,1,is,1159,0.4063027978594766,0.8307533081739985,15min
USDJPY,spike_dn,1,oos,657,0.11616940624008419,0.1843865690175427,15min
USDJPY,spike_dn,2,is,1159,0.11226047061112436,0.16541880021862856,15min
USDJPY,spike_dn,2,oos,657,0.22829538081518166,0.2986653108488758,15min
USDJPY,spike_dn,4,is,1159,-0.24532375247911659,-0.29633469154488556,15min
USDJPY,spike_dn,4,oos,657,0.575471154712237,0.6206966790764311,15min
USDJPY,spike_dn,8,is,1159,0.22514196872579392,0.2145491672252075,15min
USDJPY,spike_dn,8,oos,657,0.28466346528171477,0.24708186531285237,15min
USDJPY,spike_dn,12,is,1159,0.18357145179440382,0.14970890765173672,15min
USDJPY,spike_dn,12,oos,657,0.4364401652445723,0.3282221387952579,15min
USDJPY,spike_dn,24,is,1159,-0.6463601162558514,-0.4179250701244775,15min
USDJPY,spike_dn,24,oos,657,-2.5730579333128296,-1.2193400800227698,15min
USDJPY,london_open,1,is,2084,0.3786590053915963,1.6116202014778942,15min
USDJPY,london_open,1,oos,1244,0.26769239390194705,1.1106908225438292,15min
USDJPY,london_open,2,is,2084,0.6616366288254487,2.001641679355141,15min
USDJPY,london_open,2,oos,1244,0.3722001266392941,1.1900478197438993,15min
USDJPY,london_open,4,is,2084,1.2480093421039198,2.812630833786316,15min
USDJPY,london_open,4,oos,1244,0.6399043916315021,1.5639467046481372,15min
USDJPY,london_open,8,is,2084,1.1765129260505072,2.047134877285742,15min
USDJPY,london_open,8,oos,1244,0.45020216060829293,0.7583139514284299,15min
USDJPY,london_open,12,is,2084,1.5512977000162196,2.2624879426555053,15min
USDJPY,london_open,12,oos,1244,1.0970132906758718,1.5668941351285364,15min
USDJPY,london_open,24,is,2084,2.093190409629352,1.8740721265714915,15min
USDJPY,london_open,24,oos,1244,-1.460316531050848,-1.3402297203828426,15min
USDJPY,ny_open,1,is,2084,-0.26536690631664506,-0.9370437883012347,15min
USDJPY,ny_open,1,oos,1244,-0.437814036966188,-1.4225052126690596,15min
USDJPY,ny_open,2,is,2084,-0.3563096283722491,-0.8804452610559488,15min
USDJPY,ny_open,2,oos,1244,-0.8331053395986092,-1.7356428326628328,15min
USDJPY,ny_open,4,is,2084,-0.998295840237759,-1.7860395196305743,15min
USDJPY,ny_open,4,oos,1244,-0.9965505922912765,-1.4444755875079562,15min
USDJPY,ny_open,8,is,2084,-0.7103152889207986,-0.9410034020678693,15min
USDJPY,ny_open,8,oos,1244,-0.25514349855563173,-0.32024729239949706,15min
USDJPY,ny_open,12,is,2084,1.2229627671947196,1.41963909538056,15min
USDJPY,ny_open,12,oos,1244,-0.12268124308611729,-0.14391279226550588,15min
USDJPY,ny_open,24,is,2084,1.2388477992646425,1.20601035174183,15min
USDJPY,ny_open,24,oos,1244,2.080318517180693,1.9670173195349723,15min
USDJPY,friday_pm,1,is,3132,0.08193354374625418,0.7235548552237471,15min
USDJPY,friday_pm,1,oos,1872,-0.09477522846316294,-0.6207457248699424,15min
USDJPY,friday_pm,2,is,3132,0.21187155747973596,1.3759524829710663,15min
USDJPY,friday_pm,2,oos,1872,-0.11327030236007027,-0.5313386447679329,15min
USDJPY,friday_pm,4,is,3132,0.48673800640263865,2.3276046715085528,15min
USDJPY,friday_pm,4,oos,1872,-0.19528022100489498,-0.6595932338810753,15min
USDJPY,friday_pm,8,is,3132,0.8380034712982458,3.10064356141071,15min
USDJPY,friday_pm,8,oos,1872,-0.49631651364351875,-1.1656247042179662,15min
USDJPY,friday_pm,12,is,3132,1.0833142746357611,3.6531274838585004,15min
USDJPY,friday_pm,12,oos,1872,-0.8805459165959769,-1.7644287639920049,15min
USDJPY,friday_pm,24,is,3132,1.8923788685563099,6.238563302709481,15min
USDJPY,friday_pm,24,oos,1872,-2.0356523309244183,-3.1031926342631313,15min
USDJPY,sunday_open,1,is,8257,-0.009149570685395013,-0.20107192101157093,15min
USDJPY,sunday_open,1,oos,4992,0.07005182816076437,1.0068779412337299,15min
USDJPY,sunday_open,2,is,8257,-0.05735085506825753,-0.9173801034512675,15min
USDJPY,sunday_open,2,oos,4992,0.1356346121698417,1.447266482071523,15min
USDJPY,sunday_open,4,is,8257,-0.1515007897053654,-1.6808705294379191,15min
USDJPY,sunday_open,4,oos,4992,0.14084090613185848,0.9814456093607377,15min
USDJPY,sunday_open,8,is,8257,-0.46311421111715684,-3.326092339183071,15min
USDJPY,sunday_open,8,oos,4992,0.1284030376385504,0.6457251899715633,15min
USDJPY,sunday_open,12,is,8257,-0.7276100353386856,-4.037712901684158,15min
USDJPY,sunday_open,12,oos,4992,0.10652339430149688,0.43420689381829325,15min
USDJPY,sunday_open,24,is,8257,-1.816719404575883,-6.242125624576075,15min
USDJPY,sunday_open,24,oos,4992,0.15452528659697443,0.41264988960580196,15min
EURUSD,asia_break_up,1,is,193,-0.12417181564410634,-0.1410115093576748,60min
EURUSD,asia_break_up,2,is,193,-0.2636286053816466,-0.2135478537812569,60min
EURUSD,asia_break_up,4,is,193,0.31341636436655884,0.18906822130562528,60min
EURUSD,asia_break_up,8,is,193,-0.5638408463965099,-0.21327117219326608,60min
EURUSD,asia_break_up,12,is,193,-0.8988700778848187,-0.31645808276474086,60min
EURUSD,asia_break_up,24,is,193,-2.52336506935902,-0.6751554688881766,60min
EURUSD,asia_break_dn,1,is,174,-1.4729256123207224,-1.549304816593039,60min
EURUSD,asia_break_dn,1,oos,117,0.19994667328581892,0.25164260058168714,60min
EURUSD,asia_break_dn,2,is,174,-2.039242029239409,-1.7278699721972735,60min
EURUSD,asia_break_dn,2,oos,117,1.575594669368694,1.4152786242682884,60min
EURUSD,asia_break_dn,4,is,174,-1.1388288860652538,-0.5696683692187721,60min
EURUSD,asia_break_dn,4,oos,117,1.197798927118755,0.750278171444968,60min
EURUSD,asia_break_dn,8,is,174,-1.2253589215556642,-0.5043680658639704,60min
EURUSD,asia_break_dn,8,oos,117,1.3582744812687582,0.5211241350780907,60min
EURUSD,asia_break_dn,12,is,174,-0.9601648191151226,-0.34708987447554224,60min
EURUSD,asia_break_dn,12,oos,117,-0.4515782667287613,-0.14496525015249748,60min
EURUSD,asia_break_dn,24,is,174,-0.6196473038893346,-0.1929582465657293,60min
EURUSD,asia_break_dn,24,oos,117,-2.6506927939229534,-0.7502182055798421,60min
EURUSD,compress,1,is,4055,-0.1427918906490613,-1.7931054521077614,60min
EURUSD,compress,1,oos,2227,-0.09062225735950787,-1.002791676271886,60min
EURUSD,compress,2,is,4055,-0.276076999547201,-2.354436074124619,60min
EURUSD,compress,2,oos,2227,-0.26373768913744283,-2.0219750784771935,60min
EURUSD,compress,4,is,4055,-0.5579493135210379,-3.1230635365673804,60min
EURUSD,compress,4,oos,2227,-0.44035212504228205,-2.323904977350761,60min
EURUSD,compress,8,is,4055,-1.0062562102726518,-3.2261574307538994,60min
EURUSD,compress,8,oos,2227,-0.91069588628712,-2.6170311320366437,60min
EURUSD,compress,12,is,4055,-0.8430711218208277,-1.901176652232544,60min
EURUSD,compress,12,oos,2227,-0.9531218710563867,-1.9148079156499709,60min
EURUSD,compress,24,is,4055,0.0820922116796607,0.1237215933512518,60min
EURUSD,compress,24,oos,2227,-1.1033806688382175,-1.517631216347455,60min
EURUSD,expand_up,1,is,1413,-0.48569802123322786,-1.4324801713694595,60min
EURUSD,expand_up,1,oos,828,0.34381047856263286,1.0023583527928899,60min
EURUSD,expand_up,2,is,1413,-0.3283316404848521,-0.7470787147092767,60min
EURUSD,expand_up,2,oos,828,0.5155287087593613,1.188912437857489,60min
EURUSD,expand_up,4,is,1413,-0.5472860693631703,-0.9090819015280012,60min
EURUSD,expand_up,4,oos,828,0.2913793804817217,0.4753390027512258,60min
EURUSD,expand_up,8,is,1413,-0.8729514734750857,-1.0231447294646918,60min
EURUSD,expand_up,8,oos,828,0.5753870788161529,0.6415146467383116,60min
EURUSD,expand_up,12,is,1413,-1.2270669837441528,-1.2135875374372254,60min
EURUSD,expand_up,12,oos,828,0.15242582097095844,0.15149907372591215,60min
EURUSD,expand_up,24,is,1413,-1.9869124770352862,-1.5155066031281088,60min
EURUSD,expand_up,24,oos,828,1.1547652142522824,0.8912823185934179,60min
EURUSD,expand_dn,1,is,1415,0.04802540510323217,0.15053945458773355,60min
EURUSD,expand_dn,1,oos,814,0.22529527363434335,0.6530241173280749,60min
EURUSD,expand_dn,2,is,1415,-0.37493858908684025,-0.8720736025452092,60min
EURUSD,expand_dn,2,oos,814,0.3231885919625987,0.674441054351465,60min
EURUSD,expand_dn,4,is,1415,-0.2756015597990503,-0.490917907629762,60min
EURUSD,expand_dn,4,oos,814,1.1252596045793208,1.7293499005341049,60min
EURUSD,expand_dn,8,is,1415,-0.6454434022836066,-0.8816607541077942,60min
EURUSD,expand_dn,8,oos,814,1.3206623936566637,1.579651478111621,60min
EURUSD,expand_dn,12,is,1415,-1.172105032754038,-1.361292514208677,60min
EURUSD,expand_dn,12,oos,814,2.473909458758878,2.518621623071699,60min
EURUSD,expand_dn,24,is,1415,-2.306943311362722,-2.009464167194906,60min
EURUSD,expand_dn,24,oos,814,2.0263893581589962,1.5594435347266666,60min
EURUSD,spike_up,1,is,533,0.05509890731425642,0.10025895872031416,60min
EURUSD,spike_up,1,oos,300,0.8418612032003824,1.3705707717301805,60min
EURUSD,spike_up,2,is,533,-0.2081886769286639,-0.2934838460521018,60min
EURUSD,spike_up,2,oos,300,1.2553040710782462,1.6662582404664763,60min
EURUSD,spike_up,4,is,533,-0.5984599054522386,-0.6307156226006512,60min
EURUSD,spike_up,4,oos,300,0.19470063652053823,0.2075479795201732,60min
EURUSD,spike_up,8,is,533,-0.28209804730235305,-0.2173141653619103,60min
EURUSD,spike_up,8,oos,300,0.42852234451676596,0.2871652086648882,60min
EURUSD,spike_up,12,is,533,-1.1190194912162597,-0.6952645304633844,60min
EURUSD,spike_up,12,oos,300,-0.8653133094637038,-0.5124008994786529,60min
EURUSD,spike_up,24,is,533,-2.098643335892053,-0.9840485487512971,60min
EURUSD,spike_up,24,oos,300,1.5779995137692069,0.7096696952459296,60min
EURUSD,spike_dn,1,is,510,0.4702927784836631,0.8232195117176516,60min
EURUSD,spike_dn,1,oos,266,0.6808637094658968,1.2160602785317203,60min
EURUSD,spike_dn,2,is,510,0.3265659491241892,0.4463959819015496,60min
EURUSD,spike_dn,2,oos,266,0.5073792590480373,0.6063448493345122,60min
EURUSD,spike_dn,4,is,510,-0.2973582978300112,-0.31316838799973423,60min
EURUSD,spike_dn,4,oos,266,2.0196066515579334,1.7838116643304367,60min
EURUSD,spike_dn,8,is,510,-1.4655009093854312,-1.2173620887076317,60min
EURUSD,spike_dn,8,oos,266,3.397086254291092,2.3881676037743347,60min
EURUSD,spike_dn,12,is,510,-2.163839599372239,-1.481881772980139,60min
EURUSD,spike_dn,12,oos,266,3.8044335577040185,2.177103723165817,60min
EURUSD,spike_dn,24,is,510,-3.5916689401301185,-1.8988076496087107,60min
EURUSD,spike_dn,24,oos,266,3.472287734320552,1.4845185144750848,60min
EURUSD,london_open,1,is,521,-0.33313972311565415,-0.5968401428619687,60min
EURUSD,london_open,1,oos,312,-0.2792734121843626,-0.5490950121235749,60min
EURUSD,london_open,2,is,521,0.474411532655215,0.6438778878992174,60min
EURUSD,london_open,2,oos,312,-0.1911254161013817,-0.27839768339788235,60min
EURUSD,london_open,4,is,521,-0.006551214920048616,-0.007554246476049416,60min
EURUSD,london_open,4,oos,312,-0.9862288506591068,-1.0793894896656686,60min
EURUSD,london_open,8,is,521,0.37950793484332973,0.2611030726398908,60min
EURUSD,london_open,8,oos,312,1.047483882978105,0.7237491974260102,60min
EURUSD,london_open,12,is,521,-0.6518033568520671,-0.39203600999912264,60min
EURUSD,london_open,12,oos,312,-0.42956971972024094,-0.23977095797917167,60min
EURUSD,london_open,24,is,521,0.007922908125561486,0.0040723511484846925,60min
EURUSD,london_open,24,oos,312,-0.10053253751288384,-0.04778607937974098,60min
EURUSD,ny_open,1,is,521,0.09497927880357815,0.14024173960327885,60min
EURUSD,ny_open,1,oos,312,0.2284188955080115,0.35540858142237813,60min
EURUSD,ny_open,2,is,521,0.47527525626364914,0.5353654580008254,60min
EURUSD,ny_open,2,oos,312,0.8957335582576673,1.0768303325396036,60min
EURUSD,ny_open,4,is,521,-0.7643247273960294,-0.687673643919061,60min
EURUSD,ny_open,4,oos,312,0.04758525190509999,0.044257308373158916,60min
EURUSD,ny_open,8,is,521,-0.5752905296480614,-0.44112597131230463,60min
EURUSD,ny_open,8,oos,312,-1.064695604201171,-0.7209886272133608,60min
EURUSD,ny_open,12,is,521,0.37094136483697987,0.2586746836194456,60min
EURUSD,ny_open,12,oos,312,0.4563277161772837,0.29668150084104195,60min
EURUSD,ny_open,24,is,521,0.007922908125562358,0.0038410639857425484,60min
EURUSD,ny_open,24,oos,312,-0.017840229820575287,-0.008523569491632497,60min
EURUSD,friday_pm,1,is,783,-0.412293428412846,-1.5268101027173326,60min
EURUSD,friday_pm,1,oos,468,-0.3102028993638461,-1.0301909471084945,60min
EURUSD,friday_pm,2,is,783,-0.7397209564425786,-2.06232202418641,60min
EURUSD,friday_pm,2,oos,468,-0.6107301169561198,-1.6015600039302622,60min
EURUSD,friday_pm,4,is,783,-0.8259936370230847,-2.035513480043218,60min
EURUSD,friday_pm,4,oos,468,-0.8503848335651581,-1.7486976893732986,60min
EURUSD,friday_pm,8,is,783,-0.9251673506745415,-2.275385990265381,60min
EURUSD,friday_pm,8,oos,468,-0.9630930400988074,-1.7049993845360936,60min
EURUSD,friday_pm,12,is,783,-1.1306629034064348,-2.7807882846795495,60min
EURUSD,friday_pm,12,oos,468,-0.8955953607459367,-1.585505735467202,60min
EURUSD,friday_pm,24,is,783,-2.175617929687582,-4.403183130174791,60min
EURUSD,friday_pm,24,oos,468,-1.4752654434958217,-2.1479195464773007,60min
EURUSD,sunday_open,1,is,2065,-0.02021166058006134,-0.17746654918664193,60min
EURUSD,sunday_open,1,oos,1248,-0.14642084808177694,-1.0648764591418274,60min
EURUSD,sunday_open,2,is,2065,0.04754278053478831,0.2940277248539208,60min
EURUSD,sunday_open,2,oos,1248,-0.11824881353727837,-0.5975322478885714,60min
EURUSD,sunday_open,4,is,2065,0.22871752232866308,1.0127156782218145,60min
EURUSD,sunday_open,4,oos,1248,-0.055860260915531916,-0.1996602625966189,60min
EURUSD,sunday_open,8,is,2065,0.7286456984103541,2.1029884988694376,60min
EURUSD,sunday_open,8,oos,1248,0.09179478041410223,0.2352300583162139,60min
EURUSD,sunday_open,12,is,2065,0.8704382812717025,1.7828420901103705,60min
EURUSD,sunday_open,12,oos,1248,0.41578284438236013,0.8004950599327357,60min
EURUSD,sunday_open,24,is,2065,1.6110664252026021,1.803022692582345,60min
EURUSD,sunday_open,24,oos,1248,3.3763905394102145,3.7535760303091155,60min
GBPUSD,asia_break_up,1,is,217,0.6114069938341954,0.792188240066451,60min
GBPUSD,asia_break_up,1,oos,112,0.22200074118621904,0.20604623474658873,60min
GBPUSD,asia_break_up,2,is,217,0.9481596097880648,0.8860210649586625,60min
GBPUSD,asia_break_up,2,oos,112,0.28886101218085614,0.19463363412207738,60min
GBPUSD,asia_break_up,4,is,217,0.7898676066729107,0.4668403164964669,60min
GBPUSD,asia_break_up,4,oos,112,2.1357202649325067,1.069131972260912,60min
GBPUSD,asia_break_up,8,is,217,0.7626845221016931,0.28592523099941325,60min
GBPUSD,asia_break_up,8,oos,112,5.240265832496561,1.5857856559282215,60min
GBPUSD,asia_break_up,12,is,217,2.5474830043507315,0.8436926627616965,60min
GBPUSD,asia_break_up,12,oos,112,6.507762505446392,1.633849023937083,60min
GBPUSD,asia_break_up,24,is,217,1.7409177028499923,0.4968640588391084,60min
GBPUSD,asia_break_up,24,oos,112,6.602464562771148,1.3358717534187883,60min
GBPUSD,asia_break_dn,1,is,186,-0.2718879370413862,-0.25386170255364365,60min
GBPUSD,asia_break_dn,1,oos,113,-0.885319897246115,-0.7334165686398643,60min
GBPUSD,asia_break_dn,2,is,186,1.184449932368714,0.8175549626688046,60min
GBPUSD,asia_break_dn,2,oos,113,0.8180882561760816,0.4903118341479149,60min
GBPUSD,asia_break_dn,4,is,186,2.547125671188956,1.1504381415034801,60min
GBPUSD,asia_break_dn,4,oos,113,-1.3426022698333415,-0.5611379711594202,60min
GBPUSD,asia_break_dn,8,is,186,1.9625309122706294,0.6382659653373909,60min
GBPUSD,asia_break_dn,8,oos,113,-0.9373100208534905,-0.2550728243761874,60min
GBPUSD,asia_break_dn,12,is,186,0.09863507808323276,0.028213060818089195,60min
GBPUSD,asia_break_dn,12,oos,113,-4.707182974958015,-1.1254119077883822,60min
GBPUSD,asia_break_dn,24,is,186,-0.7290131727261621,-0.1775922040434458,60min
GBPUSD,asia_break_dn,24,oos,113,-7.538192042791487,-1.7565522135803662,60min
GBPUSD,compress,1,is,3998,-0.17124648728429828,-1.8435614288412012,60min
GBPUSD,compress,1,oos,2295,-0.27026408140943337,-2.30425165445549,60min
GBPUSD,compress,2,is,3998,-0.25044695155710567,-1.806603643049504,60min
