pair,dir,t_in,t_out,entry,sl,tp,exit,reason,lots,risk_pct,risk_usd,pips,pnl,spread_cost,slip_cost,commission,equity_at_entry,hold_h
USDJPY,1,2024-02-05 15:04:00+00:00,2024-02-05 18:51:00+00:00,148.75300000000001,148.5006902911749,149.25761941765023,148.49869029117488,SL,0.02,1.8172117506644812,4.666945154282837,-25.430970882513293,-3.559221243606958,0.13445106989438868,0.05378042795775548,0.14,186.67780617131348,3.783333333333333
NZDUSD,-1,2024-02-05 13:01:00+00:00,2024-02-06 01:47:00+00:00,0.60514,0.6063115506551815,0.6027968986896372,0.6063315506551815,SL,0.04,2.447488395615463,4.786746516470516,-11.915506551815058,-5.0462026207260235,0.420000000000109,0.16000000000000003,0.28,191.46986065882066,12.766666666666667
USDJPY,1,2024-02-05 20:10:00+00:00,2024-02-06 04:52:00+00:00,148.72000000000003,148.44824707995778,149.26350584008452,148.44624707995777,SL,0.02,1.995732890137541,4.5779646231926625,-27.37529200422557,-3.821454008099189,0.13448090371167293,0.05379236148466918,0.14,183.1185849277065,8.7
USDJPY,1,2024-02-06 08:04:00+00:00,2024-02-06 15:07:00+00:00,148.56650000000002,148.3419485188451,149.01560296230983,148.3399485188451,SL,0.02,1.7348020517626135,4.356273207472032,-22.655148115492807,-3.1898326494186513,0.1346198503700363,0.05384794014801452,0.14,174.2509282988813,7.05
EURUSD,-1,2024-02-06 09:01:00+00:00,2024-02-06 18:02:00+00:00,1.074395,1.0755794629957247,1.0720260740085505,1.0755994629957246,SL,0.03,2.0392367615278064,4.356273207472032,-12.044629957246311,-3.8233889871738933,0.3,0.12,0.21,174.2509282988813,9.016666666666667
GBPUSD,-1,2024-02-07 04:01:00+00:00,2024-02-07 07:13:00+00:00,1.260055,1.2617916258269655,1.256581748346069,1.2618116258269654,SL,0.02,2.0768352563842467,4.180942666557218,-17.566258269654522,-3.6532516539309046,0.2,0.08000000000000002,0.14,167.23770666228873,3.2
EURUSD,-1,2024-02-07 04:01:00+00:00,2024-02-07 07:16:00+00:00,1.0757750000000001,1.0769954195970195,1.0733341608059614,1.0770154195970194,SL,0.03,2.18925436382075,4.180942666557218,-12.4041959701926,-3.93125879105778,0.3,0.12,0.21,167.23770666228873,3.25
NZDUSD,-1,2024-02-07 09:01:00+00:00,2024-02-07 11:28:00+00:00,0.609915,0.6113300463564194,0.6070849072871611,0.6113500463564194,SL,0.02,1.7726502067562238,3.9913299054325013,-14.350463564194449,-3.01009271283889,0.2100000000000545,0.08000000000000002,0.14,159.65319621730004,2.45
USDJPY,1,2024-02-07 13:50:00+00:00,2024-02-07 14:39:00+00:00,148.2655,148.00244151080383,148.7916169783923,148.00044151080382,SL,0.02,2.265327158373743,3.916077587611529,-26.505848919617847,-3.7154573949594267,0.13489314776532638,0.053957259106130556,0.14,156.64310350446115,0.8166666666666667
USDCHF,1,2024-02-07 08:08:00+00:00,2024-02-07 16:43:00+00:00,0.87044,0.8691859631563272,0.8729480736873455,0.8729480736873455,TP,0.02,1.804778190687213,3.9913299054325013,25.080736873455134,5.622772132129759,0.24125729516100303,0.09190754101374018,0.14,159.65319621730004,8.583333333333334
USDCAD,1,2024-02-07 15:01:00+00:00,2024-02-08 01:27:00+00:00,1.3475850000000003,1.3457202647871365,1.351314470425728,1.3457002647871366,SL,0.02,1.809693371045211,3.8231911527375426,-18.847352128636974,-2.937204202872097,0.16325500803296933,0.059365457466504894,0.14,152.92764610950172,10.433333333333334
USDJPY,1,2024-02-08 02:19:00+00:00,2024-02-08 10:32:00+00:00,148.375,148.09190730747451,148.94118538505094,148.94118538505094,TP,0.02,2.4521749410378333,3.890330350968985,56.61853850509431,7.49181647920395,0.13479359730412804,0.05391743892165122,0.14,155.6132140387594,8.216666666666667
AUDUSD,-1,2024-02-07 17:02:00+00:00,2024-02-08 13:35:00+00:00,0.651865,0.6533627505175038,0.6488694989649926,0.6488694989649926,TP,0.02,1.889305035097616,3.9637604560407875,29.955010350074527,5.851002070014906,0.2100000000000545,0.08000000000000002,0.14,158.5504182416315,20.55
EURUSD,-1,2024-02-08 11:01:00+00:00,2024-02-08 13:43:00+00:00,1.0770400000000002,1.0783614090399858,1.074397181920029,1.074397181920029,TP,0.03,2.4304750793814067,4.077625762949084,26.42818079971132,7.718454239913396,0.3,0.12,0.21,163.10503051796334,2.7
GBPUSD,-1,2024-02-09 04:01:00+00:00,2024-02-09 07:13:00+00:00,1.2613500000000002,1.2629912784625446,1.2580674430749117,1.2630112784625445,SL,0.02,1.857968846563706,4.416862170697291,-16.61278462544269,-3.462556925088538,0.2,0.08000000000000002,0.14,176.67448682789166,3.2
EURUSD,-1,2024-02-09 04:03:00+00:00,2024-02-09 07:42:00+00:00,1.07695,1.0781739504679002,1.0745020990642,1.0781939504679001,SL,0.03,2.0783144582030513,4.416862170697291,-12.439504679000457,-3.941851403700137,0.3,0.12,0.21,176.67448682789166,3.65
EURUSD,-1,2024-02-09 09:02:00+00:00,2024-02-09 13:31:00+00:00,1.07709,1.078267090997386,1.0747358180052284,1.0782870909973858,SL,0.03,2.0861767321600944,4.231751962477575,-11.970909973857413,-3.801272992157224,0.3,0.12,0.21,169.270078499103,4.483333333333333
GBPUSD,-1,2024-02-09 09:02:00+00:00,2024-02-09 13:31:00+00:00,1.2613850000000002,1.2630480789797285,1.2580588420405434,1.2630680789797284,SL,0.02,1.9650005417079102,4.231751962477575,-16.83078979728192,-3.506157959456384,0.2,0.08000000000000002,0.14,169.270078499103,4.483333333333333
GBPUSD,-1,2024-02-09 17:02:00+00:00,2024-02-12 00:47:00+00:00,1.262435,1.2644348234120029,1.2584353531759944,1.2644548234120028,SL,0.02,2.469487183971127,4.049066188687235,-20.19823412002797,-4.1796468240055935,0.2100000000000545,0.08000000000000002,0.14,161.96264754748938,55.75
EURUSD,-1,2024-02-12 02:22:00+00:00,2024-02-12 02:33:00+00:00,1.07931,1.0797600837274914,1.0784098325450173,1.0797800837274913,SL,0.08,2.28203913185877,3.944575018087095,-4.70083727491355,-4.32066981993084,0.8,0.32000000000000006,0.56,157.78300072348378,0.18333333333333332
GBPUSD,-1,2024-02-12 02:55:00+00:00,2024-02-12 07:07:00+00:00,1.2633400000000004,1.2638544749923173,1.2623110500153663,1.2638744749923172,SL,0.07,2.34671591719958,3.8365582725888236,-5.344749923168468,-4.231324946217929,0.7349999999994138,0.2800000000000001,0.49000000000000005,153.46233090355295,4.2
USDCHF,1,2024-02-12 09:01:00+00:00,2024-02-12 13:37:00+00:00,0.8750650000000001,0.8743178606632231,0.8765592786735539,0.8765592786735539,TP,0.04,2.288559529233074,3.7307751489333754,14.942786735537839,6.550480814813911,0.45710890048167846,0.1828435601926714,0.28,149.23100595733501,4.6
USDCAD,1,2024-02-09 16:03:00+00:00,2024-02-12 15:51:00+00:00,1.3463450000000001,1.3445445024169456,1.349945995166109,1.3445245024169457,SL,0.03,2.477094461059141,4.049066188687235,-18.2049758305447,-4.26653287171075,0.23396677671776678,0.08913020065436422,0.21,161.96264754748938,71.8
NZDUSD,-1,2024-02-12 19:16:00+00:00,2024-02-13 02:20:00+00:00,0.61331,0.6143696871210589,0.6111906257578822,0.6111906257578822,TP,0.03,2.098183236267005,3.787873847510954,21.193742421178328,6.148122726353498,0.36000000000002697,0.12,0.21,151.51495390043817,7.066666666666666
USDJPY,1,2024-02-12 14:14:00+00:00,2024-02-13 03:08:00+00:00,149.2225,149.0770450113018,149.5134099773964,149.5134099773964,TP,0.03,1.8771532062243839,3.894537169303723,29.09099773964101,5.638514347295016,0.20104206805293431,0.08041682722109603,0.21,155.78148677214892,12.9
GBPUSD,-1,2024-02-13 03:10:00+00:00,2024-02-13 06:58:00+00:00,1.2610550000000003,1.2623969536026032,1.2583710927947946,1.262416953602603,SL,0.03,2.4652918466956666,4.082539774352168,-13.619536026028278,-4.2958608078084835,0.3,0.12,0.21,163.3015909740867,3.8
USDCHF,1,2024-02-13 08:09:00+00:00,2024-02-13 10:00:00+00:00,0.8807250000000001,0.8793681840057763,0.8834386319884477,0.8793481840057763,SL,0.02,1.9377504675027653,3.9751432541569556,-13.7681599422379,-3.26655140758759,0.24979420363905758,0.0908342558687445,0.14,159.00573016627823,1.85
NZDUSD,-1,2024-02-13 03:02:00+00:00,2024-02-13 11:18:00+00:00,0.610015,0.61123263705173,0.60757972589654,0.61125263705173,SL,0.03,2.3169097250569157,3.9415769156697924,-12.376370517300783,-3.922911155190235,0.3150000000000817,0.12,0.21,157.66307662679168,8.266666666666667
USDCAD,1,2024-02-13 14:01:00+00:00,2024-02-13 15:08:00+00:00,1.35298,1.350791637991594,1.3573567240168123,1.3573567240168123,TP,0.02,2.130784236515655,3.7954066900875096,43.767240168122164,6.329754197123708,0.1552129373677604,0.059128738044908286,0.14,151.8162676035004,1.1166666666666667
USDJPY,1,2024-02-14 09:01:00+00:00,2024-02-15 00:43:00+00:00,150.591,150.34289117706356,151.08721764587293,150.34089117706355,SL,0.02,2.0836027175968796,3.953650545015603,-25.01088229364541,-3.46169682034722,0.13281006169027365,0.053124024676109466,0.14,158.1460218006241,15.7
AUDUSD,-1,2024-02-15 01:27:00+00:00,2024-02-15 06:35:00+00:00,0.6481000000000001,0.6493685430062422,0.6455629139875159,0.6493885430062423,SL,0.03,2.4602551158378008,3.867108124506922,-12.885430062421488,-4.075629018726446,0.34500000000009523,0.12,0.21,154.6843249802769,5.133333333333334
USDJPY,1,2024-02-15 16:04:00+00:00,2024-02-15 19:07:00+00:00,150.144,149.85828482867473,150.71543034265056,149.85628482867472,SL,0.01,1.263500074374843,3.765217399038761,-28.771517132528857,-1.9862615310987357,0.06660272804774084,0.026641091219096337,0.07,150.60869596155044,3.05
USDCHF,1,2024-02-15 21:01:00+00:00,2024-02-16 13:30:00+00:00,0.8801700000000001,0.8784804159935369,0.8835491680129265,0.8835491680129265,TP,0.01,1.291602441408738,3.7155608607612924,33.7916801292637,3.769221983169581,0.14201801924627258,0.04544576615881023,0.07,148.6224344304517,16.483333333333334
GBPUSD,-1,2024-02-13 14:01:00+00:00,2024-02-16 18:40:00+00:00,1.25833,1.2611873693272893,1.2526152613454213,1.2612073693272892,SL,0.01,1.8821232878362817,3.7954066900875096,-28.773693272892142,-2.947369327289214,0.1,0.04000000000000001,0.07,151.8162676035004,76.65
AUDUSD,-1,2024-02-16 20:01:00+00:00,2024-02-19 00:26:00+00:00,0.653155,0.6546866026571804,0.6500917946856394,0.6547066026571804,SL,0.02,2.0497306214128463,3.7361071771583023,-15.51602657180351,-3.243205314360702,0.2,0.08000000000000002,0.14,149.44428708633208,52.416666666666664
GBPUSD,-1,2024-02-16 21:02:00+00:00,2024-02-19 00:26:00+00:00,1.259775,1.2621762513408512,1.254972497318298,1.2621962513408511,SL,0.01,1.6067869757134878,3.7361071771583023,-24.212513408510272,-2.491251340851027,0.10999999999994899,0.04000000000000001,0.07,149.44428708633208,51.4
USDCAD,1,2024-02-19 02:01:00+00:00,2024-02-19 06:51:00+00:00,1.3480300000000003,1.3474324780167601,1.3492250439664804,1.3474124780167602,SL,0.08,2.4675038590246197,3.5927457607780093,-6.175219832400547,-4.224737332196195,0.6824773929368767,0.23738344102134223,0.56,143.70983043112037,4.833333333333333
USDCHF,1,2024-02-19 02:01:00+00:00,2024-02-19 09:13:00+00:00,0.8808600000000001,0.8802553946543167,0.8820692106913669,0.8802353946543167,SL,0.05,2.3880786232265323,3.5927457607780093,-6.246053456834266,-3.8954291583419987,0.5960084462909642,0.22705083668233317,0.35000000000000003,143.70983043112037,7.2
GBPUSD,-1,2024-02-19 09:31:00+00:00,2024-02-19 14:32:00+00:00,1.261335,1.2622779492691356,1.2594491014617293,1.2594491014617293,TP,0.03,2.08632997913909,3.389741598514554,18.858985382708138,5.447695614812441,0.3,0.12,0.21,135.58966394058217,5.016666666666667
EURUSD,-1,2024-02-19 09:15:00+00:00,2024-02-19 18:18:00+00:00,1.0775649999999999,1.0783131742855854,1.076068651428829,1.0783331742855853,SL,0.04,2.207172033152334,3.389741598514554,-7.68174285585399,-3.3526971423415963,0.4,0.16000000000000003,0.28,135.58966394058217,9.05
USDCAD,1,2024-02-19 15:01:00+00:00,2024-02-20 02:00:00+00:00,1.348815,1.3479550965547367,1.3505348068905267,1.3505348068905267,TP,0.05,2.2601285304938865,3.525933988884865,17.198068905266428,6.025251203933241,0.44483491064384106,0.14827830354792912,0.35000000000000003,141.0373595553946,10.983333333333333
EURUSD,-1,2024-02-19 23:01:00+00:00,2024-02-20 09:18:00+00:00,1.0776249999999998,1.0784922390235572,1.075890521952885,1.078512239023557,SL,0.03,1.8896201109657254,3.4421165603263257,-8.872390235572514,-2.871717070671754,0.33000000000018,0.12,0.21,137.68466241305302,10.283333333333333
USDJPY,1,2024-02-20 17:12:00+00:00,2024-02-21 17:01:00+00:00,149.911,149.7180874918138,150.29682501637237,150.29682501637237,TP,0.02,1.8274118082100252,3.5209549136578624,38.58250163723653,5.007387668314737,0.13341249141157085,0.05336499656462834,0.14,140.8381965463145,23.816666666666666
EURUSD,-1,2024-02-20 17:01:00+00:00,2024-02-22 00:22:00+00:00,1.081115,1.082733907690422,1.077877184619156,1.082753907690422,SL,0.02,2.2989611200959192,3.5209549136578624,-16.389076904219646,-3.4178153808439293,0.2,0.08000000000000002,0.14,140.8381965463145,31.35
AUDUSD,-1,2024-02-22 02:03:00+00:00,2024-02-22 05:46:00+00:00,0.6549450000000001,0.6562774174827692,0.6522801650344618,0.6562974174827693,SL,0.02,1.8710080115403143,3.5606942208446326,-13.524174827691526,-2.8448349655383054,0.2,0.08000000000000002,0.14,142.4277688337853,3.716666666666667
USDCHF,1,2024-02-22 10:04:00+00:00,2024-02-22 14:09:00+00:00,0.8774500000000001,0.8758268563423098,0.8806962873153805,0.8806962873153805,TP,0.01,1.3252635654409344,3.489573346706175,32.46287315380458,3.6296835322587704,0.11396660778391932,0.04558664311356773,0.07,139.582933868247,4.083333333333333
USDJPY,1,2024-02-22 12:05:00+00:00,2024-02-22 17:05:00+00:00,150.263,150.06823468443326,150.65253063113352,150.65253063113352,TP,0.02,1.8571938498398843,3.489573346706175,38.95306311335105,5.0446513264544235,0.13309996472850935,0.053239985891403746,0.14,139.582933868247,5.0
NZDUSD,1,2024-02-22 18:33:00+00:00,2024-02-23 09:38:00+00:00,0.61968,0.6181562085681142,0.6227275828637716,0.6181362085681141,SL,0.02,2.055604349075279,3.706431718174005,-15.43791431885877,-3.227582863771754,0.2,0.08000000000000002,0.14,148.2572687269602,15.083333333333334
USDCHF,1,2024-02-23 03:03:00+00:00,2024-02-23 12:25:00+00:00,0.8806100000000001,0.8792069255494339,0.8834161489011325,0.8791869255494339,SL,0.02,2.1493696099702144,3.706431718174005,-14.230744505662196,-3.3720197376051138,0.2271152950795471,0.09084611803181886,0.14,148.2572687269602,9.366666666666667
USDJPY,1,2024-02-23 03:01:00+00:00,2024-02-23 14:56:00+00:00,150.5075,150.32164547081226,150.87920905837547,150.31964547081225,SL,0.03,2.498735384069686,3.706431718174005,-18.78545291877458,-3.954421956136654,0.19932561500257462,0.07973024600102985,0.21,148.2572687269602,11.916666666666666
NZDUSD,1,2024-02-23 12:02:00+00:00,2024-02-26 00:21:00+00:00,0.6195950000000001,0.6182859111736662,0.6222131776526681,0.6182659111736661,SL,0.02,1.805270167335148,3.6257421465797113,-13.290888263339795,-2.798177652667959,0.2,0.08000000000000002,0.14,145.02968586318846,60.31666666666667
USDCHF,1,2024-02-23 15:02:00+00:00,2024-02-26 10:43:00+00:00,0.8805800000000001,0.8791126649708564,0.8835146700582877,0.8790926649708564,SL,0.02,2.4201723321135655,3.442581104236167,-14.87335029143777,-3.518080422321145,0.22712303254673055,0.09084921301869223,0.14,137.7032441694467,67.68333333333334
AUDUSD,-1,2024-02-23 15:01:00+00:00,2024-02-26 14:55:00+00:00,0.6566600000000001,0.6580629335757057,0.6538541328485892,0.6538541328485892,TP,0.02,2.0376187709552456,3.442581104236167,28.058671514109566,5.471734302821914,0.220000000000009,0.08000000000000002,0.14,137.7032441694467,71.9
USDJPY,1,2024-02-26 15:07:00+00:00,2024-02-26 22:01:00+00:00,150.757,150.61813795665364,151.03472408669273,150.61613795665363,SL,0.03,2.0190861261446207,3.4214680099319876,-14.086204334637387,-3.013094582932279,1.2039241958913018,0.07959829394323314,0.21,136.8587203972795,6.9
USDCHF,1,2024-02-26 15:03:00+00:00,2024-02-26 22:02:00+00:00,0.8809150000000001,0.8798042068864166,0.8831365862271672,0.8797842068864166,SL,0.02,1.8427087331684224,3.4214680099319876,-11.307931135835503,-2.7073149250121755,0.9989613072770959,0.09081466429791751,0.14,136.8587203972795,6.983333333333333
NZDUSD,1,2024-02-26 10:01:00+00:00,2024-02-26 23:11:00+00:00,0.61727,0.616442499954581,0.618925000090838,0.616422499954581,SL,0.04,2.453577368989473,3.3726266629194686,-8.47500045419003,-3.670000181676012,0.480000000000058,0.16000000000000003,0.28,134.90506651677873,13.166666666666666
USDCHF,1,2024-02-27 01:03:00+00:00,2024-02-27 03:56:00+00:00,0.88063,0.8796346682396503,0.8826206635206996,0.8796146682396503,SL,0.02,1.7733814095379403,3.1867077676914755,-10.153317603497358,-2.4459213525538215,0.22711013706096772,0.0908440548243871,0.14,127.46831070765903,2.8833333333333333
USDCAD,1,2024-02-27 03:01:00+00:00,2024-02-27 04:18:00+00:00,1.351465,1.3502575438779973,1.3538799122440053,1.3502375438779974,SL,0.03,2.102740014714435,3.1867077676914755,-12.274561220024793,-2.9347234416040653,0.29967479734953456,0.08879253254801273,0.21,127.46831070765903,1.2833333333333334
USDCHF,1,2024-02-27 06:24:00+00:00,2024-02-27 07:21:00+00:00,0.8802000000000001,0.8792377217820412,0.8821245564359179,0.8792177217820412,SL,0.02,1.790925399344325,3.052191647837528,-9.822782179589318,-2.3719432355349506,0.22722108611679162,0.09088843444671665,0.14,122.08766591350114,0.95
GBPUSD,1,2024-02-27 05:01:00+00:00,2024-02-27 10:10:00+00:00,1.26869,1.2674784793431721,1.271113041313656,1.2674584793431722,SL,0.02,1.98467330465034,3.052191647837528,-12.315206568278558,-2.603041313655712,0.2,0.08000000000000002,0.14,122.08766591350114,5.15
NZDUSD,1,2024-02-27 07:11:00+00:00,2024-02-27 11:25:00+00:00,0.617015,0.6159578478537645,0.619129304292471,0.6159378478537645,SL,0.02,1.731791886306508,3.052191647837528,-10.771521462354938,-2.2943042924709878,0.220000000000109,0.08000000000000002,0.14,122.08766591350114,4.233333333333333
USDCHF,1,2024-02-27 10:01:00+00:00,2024-02-27 12:34:00+00:00,0.8799050000000002,0.8787987182246169,0.8821175635507668,0.8787787182246168,SL,0.02,2.1004327275447996,2.9928930669491547,-11.262817753833199,-2.7000076721539705,0.2272972650456583,0.09091890601826333,0.14,119.71572267796618,2.55
GBPUSD,1,2024-02-27 12:01:00+00:00,2024-02-27 13:06:00+00:00,1.269015,1.267562646634099,1.271919706731802,1.267542646634099,SL,0.01,1.2649136862405637,2.8704594267959873,-14.723533659009025,-1.5423533659009026,0.1,0.04000000000000001,0.07,114.81837707183949,1.0833333333333333
USDCAD,1,2024-02-27 14:22:00+00:00,2024-02-27 15:39:00+00:00,1.350625,1.349362254528781,1.3531504909424383,1.3531504909424383,TP,0.02,1.691025250061526,2.7644004008446155,25.254909424383687,3.5997367032868026,0.1628875520591563,0.05923183711244795,0.14,110.57601603378461,1.2833333333333334
AUDUSD,-1,2024-02-27 14:11:00+00:00,2024-02-28 03:15:00+00:00,0.6545150000000001,0.6555720513999628,0.6524008972000748,0.6524008972000748,TP,0.02,1.9118999542173585,2.7644004008446155,21.14102799925299,4.088205599850599,0.2,0.08000000000000002,0.14,110.57601603378461,13.066666666666666
GBPUSD,1,2024-02-28 11:01:00+00:00,2024-02-28 12:56:00+00:00,1.2652450000000002,1.2633383195217591,1.269058360956482,1.2633183195217592,SL,0.01,1.6122244723189687,2.9565989584230503,-19.266804782409608,-1.9966804782409608,0.1,0.04000000000000001,0.07,118.26395833692202,1.9166666666666667
USDCHF,1,2024-02-28 01:02:00+00:00,2024-02-28 22:04:00+00:00,0.8795250000000001,0.8783244475261941,0.8819261049476121,0.8783044475261941,SL,0.02,2.391052272222137,2.8543938184267854,-12.205524738060358,-2.9154810239755227,1.6145078309314547,0.09095818765811091,0.14,114.17575273707142,21.033333333333335
USDJPY,1,2024-02-28 04:04:00+00:00,2024-02-29 01:35:00+00:00,150.54900000000004,150.37594097610307,150.89511804779397,150.37394097610306,SL,0.02,1.9439896997636814,2.9565989584230503,-17.50590238969778,-2.4656085911826415,0.13284711290011886,0.05313884516004755,0.14,118.26395833692202,21.516666666666666
GBPUSD,1,2024-02-28 17:01:00+00:00,2024-02-29 11:44:00+00:00,1.2670850000000002,1.2647601273106341,1.2717347453787322,1.2647401273106342,SL,0.01,1.999593292441069,2.9066819464670264,-23.448726893660066,-2.4148726893660064,0.1,0.04000000000000001,0.07,116.26727785868106,18.716666666666665
USDCHF,1,2024-02-29 05:06:00+00:00,2024-02-29 13:02:00+00:00,0.8787500000000001,0.8776768682888373,0.880896263422326,0.880896263422326,TP,0.02,2.202623312431664,2.772154706088072,21.462634223258224,4.744810065037433,0.22759601706970126,0.0910384068278805,0.14,110.8861882435229,7.933333333333334
USDJPY,1,2024-02-29 13:02:00+00:00,2024-02-29 13:30:00+00:00,150.118,149.8368754490797,150.68024910184056,149.8348754490797,SL,0.01,1.6540845920797238,2.830403140479858,-28.312455092029154,-1.9560133423059962,0.06661426344608908,0.026645705378435632,0.07,113.21612561919432,0.4666666666666667
USDCAD,1,2024-02-29 07:00:00+00:00,2024-02-29 13:51:00+00:00,1.357725,1.3562575474142435,1.3606599051715134,1.3562375474142436,SL,0.02,1.9494172467697177,2.772154706088072,-14.874525857564436,-2.331095524876457,0.19886206706053908,0.05892209394391354,0.14,110.8861882435229,6.85
USDCHF,1,2024-02-29 16:01:00+00:00,2024-02-29 19:59:00+00:00,0.8809300000000001,0.8791429266754639,0.8845041466490724,0.8845041466490724,TP,0.01,1.8623332131121533,2.7232254188002964,35.741466490722964,3.987242515378403,0.11351639744361072,0.04540655897744429,0.07,108.92901675201186,3.966666666666667
EURUSD,-1,2024-02-29 16:04:00+00:00,2024-03-01 15:27:00+00:00,1.0818400000000001,1.0838221735175309,1.0778756529649387,1.0838421735175308,SL,0.01,1.819692839092918,2.7232254188002964,-20.021735175306254,-2.0721735175306253,0.1,0.04000000000000001,0.07,108.92901675201186,23.383333333333333
EURUSD,1,2024-03-03 23:01:00+00:00,2024-03-03 23:04:00+00:00,1.084375,1.0840702907912902,1.0849844184174198,1.0840502907912903,SL,0.09,2.4740903944816406,2.771102143746491,-3.247092087097503,-3.5523828783877525,0.9,0.36000000000000004,0.63,110.84408574985963,0.05
USDJPY,1,2024-03-01 00:12:00+00:00,2024-03-04 00:35:00+00:00,150.19,149.8938671216017,150.78226575679662,149.89186712160168,SL,0.01,1.7461804774554877,2.822906481684756,-29.813287839832014,-2.0550381410101877,0.06658232904987016,0.026632931619948064,0.07,112.91625926739026,72.38333333333334
GBPUSD,1,2024-03-03 23:08:00+00:00,2024-03-04 01:53:00+00:00,1.266055,1.2656343884315258,1.2668962231369485,1.2656143884315258,SL,0.06,2.3521571037686324,2.682292571786797,-4.406115684740808,-3.0636694108444846,0.7799999999998138,0.24,0.42,107.29170287147188,2.75
USDCAD,1,2024-03-04 02:01:00+00:00,2024-03-04 02:36:00+00:00,1.3564699999999998,1.3558682332221386,1.3576735335557222,1.3558482332221387,SL,0.05,2.1709603584983475,2.5543248829904304,-6.2176677786118795,-2.6418559859826902,0.4976151333977023,0.14744152100673072,0.35000000000000003,102.17299531961721,0.5833333333333334
USDCHF,1,2024-03-04 05:01:00+00:00,2024-03-04 07:00:00+00:00,0.8834500000000001,0.8827922586830244,0.8847654826339514,0.8827722586830243,SL,0.03,2.2440649767119947,2.488278483340863,-6.777413169757329,-2.5114589970311827,0.3395777916124285,0.1358311166449714,0.21,99.53113933363453,1.9833333333333334
EURUSD,1,2024-03-04 07:01:00+00:00,2024-03-04 08:24:00+00:00,1.0849000000000002,1.0844007618278757,1.0858984763442492,1.0843807618278758,SL,0.04,2.0582965039356407,2.4254920084150835,-5.192381721244033,-2.3569526884976133,0.4,0.16000000000000003,0.28,97.01968033660334,1.3833333333333333
EURUSD,1,2024-03-04 11:04:00+00:00,2024-03-04 12:51:00+00:00,1.0855700000000001,1.0847240332430748,1.0872619335138511,1.0847040332430748,SL,0.02,1.7873280813758379,2.366568191202643,-8.65966756925296,-1.8719335138505921,0.2,0.08000000000000002,0.14,94.66272764810573,1.7833333333333334
USDCHF,1,2024-03-04 10:01:00+00:00,2024-03-04 12:53:00+00:00,0.88277,0.8817034327646148,0.8849031344707706,0.8849031344707706,TP,0.01,1.2763261231041596,2.366568191202643,21.3313447077057,2.3464102436314898,0.11327978975271022,0.04531191590108409,0.07,94.66272764810573,2.8666666666666667
NZDUSD,-1,2024-03-04 13:01:00+00:00,2024-03-04 14:57:00+00:00,0.6096500000000001,0.6105037376153268,0.6079425247693467,0.6105237376153269,SL,0.02,1.7947502681193914,2.378430109447166,-8.737376153267196,-1.8874752306534393,0.20999999999994348,0.08000000000000002,0.14,95.13720437788663,1.9333333333333333
EURUSD,1,2024-03-04 15:18:00+00:00,2024-03-05 00:25:00+00:00,1.0862450000000001,1.085147339544863,1.0884403209102744,1.085127339544863,SL,0.02,2.3542383772590223,2.33124322868083,-11.176604551370595,-2.375320910274119,0.2,0.08000000000000002,0.14,93.2497291472332,9.116666666666667
AUDUSD,-1,2024-03-01 21:20:00+00:00,2024-03-05 02:51:00+00:00,0.652715,0.654140918138821,0.6498631637223582,0.6498631637223582,TP,0.01,1.2864178807327495,2.771102143746491,28.518362776418503,2.7818362776418506,0.1,0.04000000000000001,0.07,110.84408574985963,77.51666666666667
GBPUSD,1,2024-03-04 15:17:00+00:00,2024-03-05 05:57:00+00:00,1.2693800000000002,1.268134878499388,1.2718702430012243,1.268114878499388,SL,0.01,1.3352548173583854,2.33124322868083,-12.651215006120875,-1.3351215006120876,0.1,0.04000000000000001,0.07,93.2497291472332,14.666666666666666
GBPUSD,1,2024-03-05 10:41:00+00:00,2024-03-05 12:00:00+00:00,1.2689300000000001,1.267649970728095,1.27149005854381,1.2676299707280951,SL,0.01,1.3864966435806974,2.308028075349721,-13.000292719049789,-1.370029271904979,0.1,0.04000000000000001,0.07,92.32112301398884,1.3166666666666667
USDCHF,1,2024-03-05 11:01:00+00:00,2024-03-05 13:36:00+00:00,0.8863750000000001,0.8852476796234088,0.888629640753183,0.8852276796234088,SL,0.01,1.3776179090295846,2.308028075349721,-11.473203765913764,-1.364396137742351,0.11281906642222535,0.04512762656889014,0.07,92.32112301398884,2.5833333333333335
GBPUSD,1,2024-03-05 14:12:00+00:00,2024-03-05 15:00:00+00:00,1.2693600000000003,1.2680217241895337,1.272036551620933,1.272036551620933,TP,0.01,1.4938331764130024,2.239667440108538,26.76551620932832,2.6065516209328323,0.1,0.04000000000000001,0.07,89.58669760434151,0.8
GBPUSD,1,2024-03-05 15:01:00+00:00,2024-03-05 15:07:00+00:00,1.2731850000000002,1.2714666010331386,1.2766217979337238,1.2714466010331387,SL,0.01,1.863909756193551,2.3048312306318586,-17.38398966861565,-1.8083989668615652,0.1,0.04000000000000001,0.07,92.19324922527434,0.1
EURUSD,1,2024-03-05 15:01:00+00:00,2024-03-05 16:12:00+00:00,1.08731,1.0860593484054666,1.0898113031890668,1.0860393484054667,SL,0.01,1.3565544169914954,2.3048312306318586,-12.70651594533323,-1.340651594533323,0.1,0.04000000000000001,0.07,92.19324922527434,1.1833333333333333
