a,b,lb,entry,exit,stop,hold,is_n,is_pf,is_net,is_win,oos_n,oos_pf,oos_net,oos_win
EURUSD,USDJPY,200,3.0,0.5,3.5,240,75,0.615,-92.85,14.7,85,0.686,-38.86,12.9
EURUSD,USDJPY,200,3.0,0.5,3.5,480,75,0.615,-92.85,14.7,85,0.699,-37.25,12.9
EURUSD,USDJPY,200,3.0,0.5,5.0,240,26,0.691,-52.1,34.6,21,0.93,-7.44,33.3
EURUSD,USDJPY,200,3.0,0.5,5.0,480,26,0.691,-52.1,34.6,21,0.915,-9.0,33.3
EURUSD,USDJPY,200,3.0,1.0,3.5,240,75,0.451,-132.34,13.3,85,0.459,-74.37,11.8
EURUSD,USDJPY,200,3.0,1.0,3.5,480,75,0.451,-132.34,13.3,85,0.459,-74.37,11.8
EURUSD,USDJPY,200,3.0,1.0,5.0,240,26,0.443,-91.61,30.8,21,0.627,-46.13,33.3
EURUSD,USDJPY,200,3.0,1.0,5.0,480,26,0.443,-91.61,30.8,21,0.627,-46.13,33.3
EURUSD,USDJPY,300,1.5,0.0,3.5,240,133,1.294,108.9,20.3,57,1.193,41.97,28.1
EURUSD,USDJPY,300,1.5,0.0,3.5,480,115,0.932,-20.58,11.3,47,1.985,116.3,23.4
EURUSD,USDJPY,300,1.5,0.0,5.0,240,50,1.243,88.33,46.0,25,1.353,68.48,60.0
EURUSD,USDJPY,300,1.5,0.0,5.0,480,34,1.045,11.36,38.2,14,1.028,4.74,50.0
EURUSD,USDJPY,300,1.5,0.5,3.5,240,143,1.276,99.03,19.6,60,1.072,15.81,26.7
EURUSD,USDJPY,300,1.5,0.5,3.5,480,138,1.278,95.49,18.8,60,1.004,0.78,26.7
EURUSD,USDJPY,300,1.5,0.5,5.0,240,59,1.482,141.21,44.1,27,1.269,51.88,51.9
EURUSD,USDJPY,300,1.5,0.5,5.0,480,54,1.497,137.67,44.4,27,1.183,35.34,51.9
EURUSD,USDJPY,300,1.5,1.0,3.5,240,145,0.92,-35.44,18.6,61,1.082,16.41,29.5
EURUSD,USDJPY,300,1.5,1.0,3.5,480,140,0.903,-42.19,17.1,61,1.065,12.98,29.5
EURUSD,USDJPY,300,1.5,1.0,5.0,240,61,1.017,6.73,41.0,28,1.3,52.27,57.1
EURUSD,USDJPY,300,1.5,1.0,5.0,480,56,1.0,-0.02,39.3,28,1.273,47.53,57.1
EURUSD,USDJPY,300,2.0,0.0,3.5,240,125,1.553,147.55,14.4,53,1.5,78.26,28.3
EURUSD,USDJPY,300,2.0,0.0,3.5,480,113,1.936,182.06,14.2,46,0.898,-19.46,21.7
EURUSD,USDJPY,300,2.0,0.0,5.0,240,41,1.658,147.72,41.5,21,1.77,101.75,61.9
EURUSD,USDJPY,300,2.0,0.0,5.0,480,30,2.415,159.75,43.3,13,1.117,19.4,61.5
EURUSD,USDJPY,300,2.0,0.5,3.5,240,131,1.75,166.03,17.6,57,0.534,-109.76,22.8
EURUSD,USDJPY,300,2.0,0.5,3.5,480,131,1.432,110.71,16.8,57,0.492,-120.34,21.1
EURUSD,USDJPY,300,2.0,0.5,5.0,240,47,2.271,208.2,48.9,24,0.653,-73.88,45.8
EURUSD,USDJPY,300,2.0,0.5,5.0,480,47,1.769,152.88,46.8,24,0.599,-85.8,41.7
EURUSD,USDJPY,300,2.0,1.0,3.5,240,131,0.971,-8.97,16.0,58,0.567,-93.96,27.6
EURUSD,USDJPY,300,2.0,1.0,3.5,480,131,0.842,-54.58,15.3,58,0.567,-93.96,27.6
EURUSD,USDJPY,300,2.0,1.0,5.0,240,47,1.132,33.2,42.6,25,0.699,-58.29,56.0
EURUSD,USDJPY,300,2.0,1.0,5.0,480,47,0.957,-12.4,40.4,25,0.693,-59.43,56.0
EURUSD,USDJPY,300,2.5,0.0,3.5,240,119,1.25,58.85,13.4,46,2.576,120.11,28.3
EURUSD,USDJPY,300,2.5,0.0,3.5,480,112,0.915,-23.85,11.6,43,1.114,15.04,16.3
EURUSD,USDJPY,300,2.5,0.0,5.0,240,35,1.604,109.13,37.1,14,3.526,141.22,78.6
EURUSD,USDJPY,300,2.5,0.5,3.5,240,119,1.112,25.71,11.8,49,0.989,-1.29,24.5
EURUSD,USDJPY,300,2.5,0.5,3.5,480,119,0.995,-1.25,10.9,49,0.954,-5.22,24.5
EURUSD,USDJPY,300,2.5,0.5,5.0,240,35,1.382,67.94,34.3,16,1.374,34.01,62.5
EURUSD,USDJPY,300,2.5,0.5,5.0,480,35,1.202,40.98,31.4,16,1.322,29.32,62.5
EURUSD,USDJPY,300,2.5,1.0,3.5,240,119,0.552,-135.86,10.9,49,1.138,13.04,24.5
EURUSD,USDJPY,300,2.5,1.0,3.5,480,119,0.504,-162.72,10.1,49,1.138,13.04,24.5
EURUSD,USDJPY,300,2.5,1.0,5.0,240,35,0.626,-93.61,28.6,16,1.673,48.12,62.5
EURUSD,USDJPY,300,2.5,1.0,5.0,480,35,0.562,-120.47,25.7,16,1.665,47.57,62.5
EURUSD,USDJPY,300,3.0,0.0,3.5,240,109,1.246,37.52,9.2,42,2.516,87.27,23.8
EURUSD,USDJPY,300,3.0,0.0,3.5,480,108,1.547,69.45,10.2,40,2.685,101.17,20.0
EURUSD,USDJPY,300,3.0,0.5,3.5,240,109,0.936,-9.19,7.3,43,1.351,21.82,23.3
EURUSD,USDJPY,300,3.0,0.5,3.5,480,109,0.936,-9.19,7.3,43,1.351,21.82,23.3
EURUSD,USDJPY,300,3.0,1.0,3.5,240,109,0.546,-72.26,7.3,43,1.751,31.92,23.3
EURUSD,USDJPY,300,3.0,1.0,3.5,480,109,0.546,-72.26,7.3,43,1.751,31.92,23.3
EURUSD,USDJPY,500,1.5,0.0,3.5,240,126,1.182,55.68,18.3,82,0.591,-93.9,11.0
EURUSD,USDJPY,500,1.5,0.0,3.5,480,119,1.261,93.26,12.6,75,0.629,-77.11,8.0
EURUSD,USDJPY,500,1.5,0.0,5.0,240,49,1.501,115.89,42.9,36,0.383,-136.88,16.7
EURUSD,USDJPY,500,1.5,0.0,5.0,480,39,1.033,11.65,23.1,28,1.043,7.39,21.4
EURUSD,USDJPY,500,1.5,0.5,3.5,240,129,1.113,30.76,17.8,84,0.599,-88.78,13.1
EURUSD,USDJPY,500,1.5,0.5,3.5,480,125,1.241,67.97,16.0,80,0.585,-84.52,12.5
EURUSD,USDJPY,500,1.5,0.5,5.0,240,50,1.562,110.91,44.0,37,0.677,-58.35,27.0
EURUSD,USDJPY,500,1.5,0.5,5.0,480,45,1.713,155.26,37.8,32,0.63,-64.28,25.0
EURUSD,USDJPY,500,1.5,1.0,3.5,240,129,0.964,-10.35,17.1,84,0.564,-88.16,13.1
EURUSD,USDJPY,500,1.5,1.0,3.5,480,126,0.994,-1.87,15.1,80,0.554,-82.02,11.2
EURUSD,USDJPY,500,1.5,1.0,5.0,240,50,1.347,71.31,44.0,37,0.632,-61.91,27.0
EURUSD,USDJPY,500,1.5,1.0,5.0,480,46,1.377,85.36,39.1,32,0.599,-61.79,21.9
EURUSD,USDJPY,500,2.0,0.0,3.5,240,119,0.909,-21.2,12.6,77,0.637,-54.94,7.8
EURUSD,USDJPY,500,2.0,0.0,3.5,480,115,0.756,-72.85,11.3,74,0.571,-70.53,10.8
EURUSD,USDJPY,500,2.0,0.0,5.0,240,41,1.108,16.01,29.3,29,0.672,-38.6,13.8
EURUSD,USDJPY,500,2.0,0.0,5.0,480,35,0.885,-26.14,25.7,26,0.619,-54.55,23.1
EURUSD,USDJPY,500,2.0,0.5,3.5,240,121,0.955,-9.26,12.4,77,0.642,-50.04,7.8
EURUSD,USDJPY,500,2.0,0.5,3.5,480,120,0.969,-7.83,13.3,77,0.543,-78.2,10.4
EURUSD,USDJPY,500,2.0,0.5,5.0,240,42,1.473,64.85,31.0,29,0.727,-28.87,13.8
EURUSD,USDJPY,500,2.0,0.5,5.0,480,40,1.422,79.47,32.5,29,0.594,-57.97,20.7
EURUSD,USDJPY,500,2.0,1.0,3.5,240,121,0.821,-38.97,13.2,77,0.629,-51.98,9.1
EURUSD,USDJPY,500,2.0,1.0,3.5,480,120,0.844,-35.28,12.5,77,0.55,-64.39,9.1
EURUSD,USDJPY,500,2.0,1.0,5.0,240,42,1.261,38.35,35.7,29,0.708,-32.81,17.2
EURUSD,USDJPY,500,2.0,1.0,5.0,480,40,1.334,51.95,35.0,29,0.615,-44.16,17.2
EURUSD,USDJPY,500,2.5,0.0,3.5,240,112,0.378,-148.16,7.1,72,0.72,-24.33,6.9
EURUSD,USDJPY,500,2.5,0.0,3.5,480,111,0.221,-215.7,7.2,69,0.569,-47.0,5.8
EURUSD,USDJPY,500,2.5,0.0,5.0,240,34,0.355,-101.61,20.6,24,0.93,-3.7,16.7
EURUSD,USDJPY,500,2.5,0.0,5.0,480,31,0.186,-180.25,16.1,22,0.655,-27.83,13.6
EURUSD,USDJPY,500,2.5,0.5,3.5,240,114,0.38,-125.66,7.0,73,0.737,-20.81,8.2
EURUSD,USDJPY,500,2.5,0.5,3.5,480,114,0.376,-142.47,7.9,73,0.847,-11.57,9.6
EURUSD,USDJPY,500,2.5,0.5,5.0,240,34,0.409,-77.17,20.6,25,1.103,4.65,20.0
EURUSD,USDJPY,500,2.5,0.5,5.0,480,34,0.665,-55.16,23.5,25,1.178,8.63,24.0
EURUSD,USDJPY,500,2.5,1.0,3.5,240,114,0.309,-160.1,7.0,73,0.643,-30.59,6.8
EURUSD,USDJPY,500,2.5,1.0,3.5,480,114,0.306,-165.48,7.0,73,0.645,-30.39,6.8
EURUSD,USDJPY,500,2.5,1.0,5.0,240,34,0.307,-107.07,20.6,25,0.828,-9.97,16.0
EURUSD,USDJPY,500,2.5,1.0,5.0,480,34,0.536,-78.23,23.5,25,0.825,-10.19,16.0
EURUSD,USDJPY,500,3.0,0.0,3.5,240,109,0.721,-40.57,7.3,67,0.414,-37.96,4.5
EURUSD,USDJPY,500,3.0,0.0,3.5,480,109,0.169,-176.09,6.4,67,0.516,-37.68,3.0
EURUSD,USDJPY,500,3.0,0.0,5.0,240,29,1.004,0.29,20.7,19,0.227,-23.89,10.5
EURUSD,USDJPY,500,3.0,0.0,5.0,480,29,0.069,-162.98,10.3,19,0.658,-18.98,5.3
EURUSD,USDJPY,500,3.0,0.5,3.5,240,111,0.657,-44.7,7.2,68,0.248,-57.72,2.9
EURUSD,USDJPY,500,3.0,0.5,3.5,480,111,0.611,-55.78,8.1,68,0.259,-54.41,2.9
EURUSD,USDJPY,500,3.0,0.5,5.0,240,31,1.194,13.13,22.6,20,0.095,-38.82,5.0
EURUSD,USDJPY,500,3.0,0.5,5.0,480,31,1.351,31.49,25.8,20,0.259,-34.22,5.0
EURUSD,USDJPY,500,3.0,1.0,3.5,240,111,0.469,-87.69,7.2,68,0.284,-52.38,2.9
EURUSD,USDJPY,500,3.0,1.0,3.5,480,111,0.474,-82.84,7.2,68,0.284,-52.38,2.9
EURUSD,USDJPY,500,3.0,1.0,5.0,240,31,0.693,-29.9,22.6,20,0.299,-32.19,5.0
EURUSD,USDJPY,500,3.0,1.0,5.0,480,31,1.045,4.38,25.8,20,0.299,-32.19,5.0
AUDUSD,USDCAD,200,1.5,0.0,3.5,240,101,0.526,-177.93,19.8,77,0.767,-45.98,20.8
AUDUSD,USDCAD,200,1.5,0.0,3.5,480,81,0.896,-31.26,13.6,63,0.661,-60.49,11.1
AUDUSD,USDCAD,200,1.5,0.0,5.0,240,43,0.806,-51.12,41.9,35,0.911,-13.91,42.9
AUDUSD,USDCAD,200,1.5,0.5,3.5,240,129,0.882,-46.64,24.0,89,0.664,-70.05,27.0
AUDUSD,USDCAD,200,1.5,0.5,3.5,480,129,0.899,-39.4,24.8,87,0.589,-91.82,25.3
AUDUSD,USDCAD,200,1.5,0.5,5.0,240,67,0.986,-4.97,41.8,45,0.812,-30.87,51.1
AUDUSD,USDCAD,200,1.5,0.5,5.0,480,67,1.007,2.27,43.3,43,0.706,-52.63,48.8
AUDUSD,USDCAD,200,1.5,1.0,3.5,240,132,0.843,-60.52,27.3,94,0.539,-93.91,26.6
AUDUSD,USDCAD,200,1.5,1.0,3.5,480,132,0.84,-61.64,27.3,92,0.506,-100.02,25.0
AUDUSD,USDCAD,200,1.5,1.0,5.0,240,70,0.944,-18.82,47.1,50,0.65,-54.73,50.0
AUDUSD,USDCAD,200,1.5,1.0,5.0,480,70,0.941,-19.94,47.1,48,0.609,-60.84,47.9
AUDUSD,USDCAD,200,2.0,0.0,3.5,240,94,0.705,-92.5,22.3,74,0.811,-32.38,18.9
AUDUSD,USDCAD,200,2.0,0.0,3.5,480,79,0.696,-91.18,10.1,63,0.563,-76.72,11.1
AUDUSD,USDCAD,200,2.0,0.0,5.0,240,34,0.931,-16.19,52.9,31,1.008,1.09,45.2
AUDUSD,USDCAD,200,2.0,0.5,3.5,240,110,0.793,-58.39,20.9,81,0.597,-75.76,21.0
AUDUSD,USDCAD,200,2.0,0.5,3.5,480,110,0.796,-57.16,21.8,80,0.514,-101.15,18.8
AUDUSD,USDCAD,200,2.0,0.5,5.0,240,48,0.927,-16.72,41.7,37,0.757,-36.56,43.2
AUDUSD,USDCAD,200,2.0,0.5,5.0,480,48,0.931,-15.49,43.8,36,0.636,-61.95,38.9
AUDUSD,USDCAD,200,2.0,1.0,3.5,240,110,0.752,-65.72,22.7,83,0.538,-72.57,20.5
AUDUSD,USDCAD,200,2.0,1.0,3.5,480,110,0.742,-67.73,23.6,82,0.499,-79.15,18.3
AUDUSD,USDCAD,200,2.0,1.0,5.0,240,48,0.888,-24.01,45.8,39,0.718,-33.38,43.6
AUDUSD,USDCAD,200,2.0,1.0,5.0,480,48,0.877,-26.02,47.9,38,0.664,-39.96,39.5
AUDUSD,USDCAD,200,2.5,0.0,3.5,240,85,0.8,-38.78,22.4,68,0.429,-109.02,10.3
AUDUSD,USDCAD,200,2.5,0.0,3.5,480,76,0.623,-88.12,7.9,63,0.3,-129.51,7.9
AUDUSD,USDCAD,200,2.5,0.0,5.0,240,25,1.14,19.69,68.0,24,0.563,-68.81,29.2
AUDUSD,USDCAD,200,2.5,0.5,3.5,240,93,0.793,-36.66,19.4,71,0.356,-99.12,14.1
AUDUSD,USDCAD,200,2.5,0.5,3.5,480,93,0.832,-29.76,19.4,71,0.356,-99.12,14.1
AUDUSD,USDCAD,200,2.5,0.5,5.0,240,31,1.041,5.01,48.4,27,0.515,-59.9,37.0
AUDUSD,USDCAD,200,2.5,0.5,5.0,480,31,1.098,11.91,48.4,27,0.515,-59.9,37.0
AUDUSD,USDCAD,200,2.5,1.0,3.5,240,93,0.8,-31.81,21.5,71,0.288,-94.78,9.9
AUDUSD,USDCAD,200,2.5,1.0,3.5,480,93,0.845,-24.66,21.5,71,0.288,-94.78,9.9
AUDUSD,USDCAD,200,2.5,1.0,5.0,240,31,1.093,9.9,54.8,27,0.46,-55.57,25.9
AUDUSD,USDCAD,200,2.5,1.0,5.0,480,31,1.161,17.05,54.8,27,0.46,-55.57,25.9
AUDUSD,USDCAD,200,3.0,0.0,3.5,240,78,1.174,24.08,15.4,65,0.243,-133.21,7.7
AUDUSD,USDCAD,200,3.0,0.0,3.5,480,72,0.849,-25.74,8.3,62,0.263,-107.85,6.5
AUDUSD,USDCAD,200,3.0,0.5,3.5,240,82,0.733,-31.4,12.2,65,0.205,-99.01,7.7
AUDUSD,USDCAD,200,3.0,0.5,3.5,480,82,0.733,-31.4,12.2,65,0.205,-99.01,7.7
AUDUSD,USDCAD,200,3.0,1.0,3.5,240,82,0.671,-38.8,14.6,65,0.22,-85.12,7.7
AUDUSD,USDCAD,200,3.0,1.0,3.5,480,82,0.671,-38.8,14.6,65,0.22,-85.12,7.7
AUDUSD,USDCAD,300,1.5,0.0,3.5,240,56,1.091,23.87,30.4,45,0.782,-50.16,26.7
AUDUSD,USDCAD,300,1.5,0.0,3.5,480,41,1.662,99.69,36.6,36,0.898,-17.61,19.4
AUDUSD,USDCAD,300,1.5,0.0,5.0,240,39,0.92,-22.72,43.6,24,1.055,9.59,54.2
AUDUSD,USDCAD,300,1.5,0.5,3.5,240,70,0.727,-80.86,38.6,53,0.716,-62.97,32.1
AUDUSD,USDCAD,300,1.5,0.5,3.5,480,69,0.776,-60.37,37.7,52,0.705,-65.3,30.8
AUDUSD,USDCAD,300,1.5,0.5,5.0,240,51,0.762,-68.27,49.0,32,0.762,-48.98,53.1
AUDUSD,USDCAD,300,1.5,0.5,5.0,480,50,0.816,-47.78,48.0,31,0.751,-51.32,51.6
AUDUSD,USDCAD,300,1.5,1.0,3.5,240,70,0.722,-77.33,40.0,53,0.798,-39.74,32.1
AUDUSD,USDCAD,300,1.5,1.0,3.5,480,70,0.722,-77.33,40.0,52,0.79,-41.42,30.8
AUDUSD,USDCAD,300,1.5,1.0,5.0,240,51,0.759,-64.74,51.0,32,0.858,-25.75,53.1
AUDUSD,USDCAD,300,1.5,1.0,5.0,480,51,0.759,-64.74,51.0,31,0.849,-27.43,51.6
AUDUSD,USDCAD,300,2.0,0.0,3.5,240,46,0.869,-28.74,23.9,39,0.729,-46.4,25.6
AUDUSD,USDCAD,300,2.0,0.0,3.5,480,37,0.891,-20.33,24.3,32,0.429,-120.27,12.5
AUDUSD,USDCAD,300,2.0,0.0,5.0,240,27,0.842,-34.16,37.0,18,1.118,13.95,61.1
AUDUSD,USDCAD,300,2.0,0.5,3.5,240,50,0.917,-14.31,36.0,42,0.731,-44.4,31.0
AUDUSD,USDCAD,300,2.0,0.5,3.5,480,50,0.857,-26.51,36.0,42,0.81,-31.36,31.0
AUDUSD,USDCAD,300,2.0,0.5,5.0,240,31,0.989,-1.72,54.8,21,0.797,-30.41,61.9
AUDUSD,USDCAD,300,2.0,0.5,5.0,480,31,0.921,-13.93,54.8,21,0.884,-17.37,61.9
AUDUSD,USDCAD,300,2.0,1.0,3.5,240,51,0.903,-15.27,35.3,42,0.844,-23.48,28.6
AUDUSD,USDCAD,300,2.0,1.0,3.5,480,51,0.903,-15.27,35.3,42,0.919,-12.22,28.6
AUDUSD,USDCAD,300,2.0,1.0,5.0,240,32,0.982,-2.69,53.1,21,0.93,-9.49,57.1
AUDUSD,USDCAD,300,2.0,1.0,5.0,480,32,0.982,-2.69,53.1,21,1.013,1.76,57.1
AUDUSD,USDCAD,300,2.5,0.0,3.5,240,33,1.156,21.43,21.2,29,0.258,-105.18,6.9
AUDUSD,USDCAD,300,2.5,0.0,3.5,480,30,0.951,-4.76,23.3,28,0.754,-30.5,10.7
AUDUSD,USDCAD,300,2.5,0.5,3.5,240,36,0.858,-19.43,25.0,30,0.252,-94.1,10.0
AUDUSD,USDCAD,300,2.5,0.5,3.5,480,36,0.859,-19.19,25.0,30,0.252,-94.1,10.0
AUDUSD,USDCAD,300,2.5,1.0,3.5,240,36,0.785,-22.58,25.0,30,0.271,-83.0,6.7
AUDUSD,USDCAD,300,2.5,1.0,3.5,480,36,0.785,-22.58,25.0,30,0.271,-83.0,6.7
AUDUSD,USDCAD,300,3.0,0.0,3.5,240,27,1.375,17.38,18.5,28,0.244,-103.65,7.1
AUDUSD,USDCAD,300,3.0,0.0,3.5,480,27,1.867,38.3,22.2,27,0.763,-29.34,7.4
AUDUSD,USDCAD,300,3.0,0.5,3.5,240,27,0.383,-41.39,14.8,29,0.233,-93.56,6.9
AUDUSD,USDCAD,300,3.0,0.5,3.5,480,27,0.383,-41.39,14.8,29,0.233,-93.56,6.9
AUDUSD,USDCAD,300,3.0,1.0,3.5,240,27,0.334,-34.53,14.8,29,0.272,-78.02,6.9
AUDUSD,USDCAD,300,3.0,1.0,3.5,480,27,0.334,-34.53,14.8,29,0.272,-78.02,6.9
AUDUSD,USDCAD,500,1.5,0.0,3.5,240,65,1.427,68.04,29.2,67,0.545,-98.5,10.4
AUDUSD,USDCAD,500,1.5,0.0,3.5,480,55,0.713,-63.72,20.0,60,0.109,-222.5,3.3
AUDUSD,USDCAD,500,1.5,0.0,5.0,240,30,1.653,95.23,56.7,20,0.633,-70.52,40.0
AUDUSD,USDCAD,500,1.5,0.5,3.5,240,67,1.302,55.5,28.4,68,0.322,-121.82,13.2
AUDUSD,USDCAD,500,1.5,0.5,3.5,480,62,1.89,106.06,27.4,66,0.363,-128.72,13.6
AUDUSD,USDCAD,500,1.5,0.5,5.0,240,31,1.562,87.22,58.1,20,0.492,-58.73,50.0
AUDUSD,USDCAD,500,1.5,0.5,5.0,480,26,2.629,141.48,61.5,18,0.514,-66.49,50.0
AUDUSD,USDCAD,500,1.5,1.0,3.5,240,68,0.984,-3.11,30.9,68,0.369,-95.39,14.7
AUDUSD,USDCAD,500,1.5,1.0,3.5,480,64,1.079,12.95,28.1,67,0.325,-114.64,14.9
AUDUSD,USDCAD,500,1.5,1.0,5.0,240,32,1.205,32.29,59.4,21,0.552,-44.66,52.4
AUDUSD,USDCAD,500,1.5,1.0,5.0,480,28,1.374,48.34,57.1,19,0.419,-70.01,47.4
AUDUSD,USDCAD,500,2.0,0.0,3.5,240,56,2.26,128.88,28.6,63,0.448,-104.43,7.9
AUDUSD,USDCAD,500,2.0,0.0,3.5,480,50,1.067,10.27,20.0,57,0.122,-221.29,1.8
AUDUSD,USDCAD,500,2.0,0.5,3.5,240,58,1.296,39.14,25.9,65,0.41,-102.27,10.8
AUDUSD,USDCAD,500,2.0,0.5,3.5,480,56,1.838,76.71,26.8,63,0.395,-118.49,9.5
AUDUSD,USDCAD,500,2.0,1.0,3.5,240,58,0.97,-4.28,25.9,65,0.421,-93.94,10.8
AUDUSD,USDCAD,500,2.0,1.0,3.5,480,57,1.232,25.88,28.1,65,0.415,-96.52,12.3
AUDUSD,USDCAD,500,2.5,0.0,3.5,240,49,2.173,86.69,26.5,55,0.0,-116.07,0.0
AUDUSD,USDCAD,500,2.5,0.0,3.5,480,46,0.869,-17.58,17.4,53,0.0,-100.82,0.0
AUDUSD,USDCAD,500,2.5,0.5,3.5,240,50,1.219,23.53,24.0,55,0.033,-108.7,1.8
AUDUSD,USDCAD,500,2.5,0.5,3.5,480,49,1.615,46.63,24.5,54,0.04,-89.38,1.9
AUDUSD,USDCAD,500,2.5,1.0,3.5,240,50,0.83,-22.21,22.0,55,0.09,-79.87,1.8
AUDUSD,USDCAD,500,2.5,1.0,3.5,480,49,0.969,-3.06,22.4,55,0.092,-79.32,3.6
AUDUSD,USDCAD,500,3.0,0.0,3.5,240,44,1.025,1.32,15.9,52,0.0,-80.38,0.0
AUDUSD,USDCAD,500,3.0,0.0,3.5,480,43,0.421,-54.71,9.3,51,0.0,-91.81,0.0
AUDUSD,USDCAD,500,3.0,0.5,3.5,240,45,0.473,-46.02,11.1,52,0.046,-67.52,1.9
AUDUSD,USDCAD,500,3.0,0.5,3.5,480,45,1.268,17.99,13.3,52,0.042,-74.03,1.9
AUDUSD,USDCAD,500,3.0,1.0,3.5,240,45,0.376,-65.98,13.3,52,0.0,-62.26,0.0
AUDUSD,USDCAD,500,3.0,1.0,3.5,480,45,0.862,-11.8,15.6,52,0.002,-58.72,1.9
USDCAD,USDCHF,200,1.5,0.0,3.5,240,141,0.908,-22.13,16.3,70,0.482,-77.01,18.6
USDCAD,USDCHF,200,1.5,0.0,3.5,480,123,0.879,-23.46,10.6,56,0.854,-9.41,17.9
USDCAD,USDCHF,200,1.5,0.0,5.0,240,45,1.1,19.36,42.2,26,0.507,-54.12,34.6
USDCAD,USDCHF,200,1.5,0.0,5.0,480,28,0.761,-38.89,39.3,15,0.284,-73.13,40.0
USDCAD,USDCHF,200,1.5,0.5,3.5,240,176,0.559,-156.16,21.6,88,0.46,-81.45,22.7
USDCAD,USDCHF,200,1.5,0.5,3.5,480,175,0.562,-154.48,21.7,87,0.467,-79.13,23.0
USDCAD,USDCHF,200,1.5,0.5,5.0,240,78,0.645,-107.64,43.6,42,0.574,-49.91,40.5
USDCAD,USDCHF,200,1.5,0.5,5.0,480,77,0.649,-105.96,44.2,41,0.592,-46.83,41.5
USDCAD,USDCHF,200,1.5,1.0,3.5,240,180,0.465,-210.88,19.4,90,0.466,-72.41,27.8
USDCAD,USDCHF,200,1.5,1.0,3.5,480,180,0.465,-210.88,19.4,90,0.466,-72.41,27.8
USDCAD,USDCHF,200,1.5,1.0,5.0,240,82,0.522,-162.36,37.8,44,0.617,-40.15,50.0
USDCAD,USDCHF,200,1.5,1.0,5.0,480,82,0.522,-162.36,37.8,44,0.617,-40.15,50.0
USDCAD,USDCHF,200,2.0,0.0,3.5,240,138,1.052,10.09,15.9,67,0.866,-14.85,19.4
USDCAD,USDCHF,200,2.0,0.0,3.5,480,121,1.264,45.02,8.3,55,0.602,-24.68,14.5
USDCAD,USDCHF,200,2.0,0.0,5.0,240,41,1.358,50.45,51.2,22,1.175,11.8,40.9
USDCAD,USDCHF,200,2.0,0.0,5.0,480,25,0.661,-52.68,40.0,13,1.371,13.62,46.2
USDCAD,USDCHF,200,2.0,0.5,3.5,240,155,0.568,-115.19,16.8,80,0.49,-71.06,23.8
USDCAD,USDCHF,200,2.0,0.5,3.5,480,155,0.568,-115.19,16.8,79,0.478,-70.76,22.8
USDCAD,USDCHF,200,2.0,0.5,5.0,240,57,0.693,-66.64,40.4,34,0.629,-38.95,50.0
USDCAD,USDCHF,200,2.0,0.5,5.0,480,57,0.693,-66.64,40.4,33,0.62,-38.48,48.5
USDCAD,USDCHF,200,2.0,1.0,3.5,240,158,0.535,-132.39,16.5,81,0.442,-68.52,22.2
USDCAD,USDCHF,200,2.0,1.0,3.5,480,158,0.535,-132.39,16.5,81,0.442,-68.52,22.2
USDCAD,USDCHF,200,2.0,1.0,5.0,240,60,0.639,-83.86,38.3,35,0.605,-36.27,42.9
USDCAD,USDCHF,200,2.0,1.0,5.0,480,60,0.639,-83.86,38.3,35,0.605,-36.27,42.9
USDCAD,USDCHF,200,2.5,0.0,3.5,240,131,0.437,-131.76,13.0,63,0.802,-20.58,19.0
USDCAD,USDCHF,200,2.5,0.0,3.5,480,120,1.81,100.02,10.0,55,0.669,-25.58,14.5
USDCAD,USDCHF,200,2.5,0.0,5.0,240,33,0.46,-98.35,42.4,19,1.464,27.16,57.9
USDCAD,USDCHF,200,2.5,0.5,3.5,240,138,0.445,-123.45,12.3,72,0.363,-74.41,16.7
USDCAD,USDCHF,200,2.5,0.5,3.5,480,138,0.445,-123.45,12.3,72,0.377,-70.17,16.7
USDCAD,USDCHF,200,2.5,0.5,5.0,240,40,0.572,-74.91,30.0,26,0.493,-42.22,38.5
USDCAD,USDCHF,200,2.5,0.5,5.0,480,40,0.572,-74.91,30.0,26,0.52,-37.98,38.5
USDCAD,USDCHF,200,2.5,1.0,3.5,240,139,0.442,-130.02,12.9,73,0.373,-60.61,16.4
USDCAD,USDCHF,200,2.5,1.0,3.5,480,139,0.442,-130.02,12.9,73,0.373,-60.61,16.4
USDCAD,USDCHF,200,2.5,1.0,5.0,240,41,0.555,-81.49,31.7,27,0.542,-28.42,40.7
USDCAD,USDCHF,200,2.5,1.0,5.0,480,41,0.555,-81.49,31.7,27,0.542,-28.42,40.7
USDCAD,USDCHF,200,3.0,0.0,3.5,240,121,0.661,-42.2,9.9,59,0.955,-3.46,13.6
USDCAD,USDCHF,200,3.0,0.0,3.5,480,117,1.359,39.6,8.5,54,0.889,-7.16,13.0
USDCAD,USDCHF,200,3.0,0.5,3.5,240,123,0.339,-104.79,8.1,61,0.521,-31.74,13.1
USDCAD,USDCHF,200,3.0,0.5,3.5,480,123,0.339,-104.79,8.1,61,0.566,-26.57,13.1
USDCAD,USDCHF,200,3.0,0.5,5.0,240,26,0.475,-59.29,26.9,15,1.014,0.46,53.3
USDCAD,USDCHF,200,3.0,0.5,5.0,480,26,0.475,-59.29,26.9,15,1.208,5.63,53.3
