a,b,lb,entry,exit,stop,hold,is_n,is_pf,is_net,is_win,oos_n,oos_pf,oos_net,oos_win
EURJPY,GBPJPY,200,1.5,1.0,5.0,240,64,0.891,-18.88,43.8,54,0.657,-35.19,33.3
EURJPY,GBPJPY,200,1.5,1.0,5.0,480,64,0.891,-18.88,43.8,54,0.657,-35.19,33.3
EURJPY,GBPJPY,200,2.0,0.0,3.5,240,98,0.205,-250.54,15.3,101,0.352,-101.78,9.9
EURJPY,GBPJPY,200,2.0,0.0,3.5,480,80,0.522,-98.64,17.5,93,0.422,-75.22,9.7
EURJPY,GBPJPY,200,2.0,0.0,5.0,240,35,0.296,-153.19,28.6,32,0.696,-29.33,34.4
EURJPY,GBPJPY,200,2.0,0.5,3.5,240,115,0.564,-110.01,21.7,117,0.497,-73.16,15.4
EURJPY,GBPJPY,200,2.0,0.5,3.5,480,115,0.564,-110.01,21.7,117,0.497,-73.16,15.4
EURJPY,GBPJPY,200,2.0,0.5,5.0,240,50,0.934,-9.57,44.0,42,0.57,-34.85,35.7
EURJPY,GBPJPY,200,2.0,0.5,5.0,480,50,0.934,-9.57,44.0,42,0.594,-32.56,38.1
EURJPY,GBPJPY,200,2.0,1.0,3.5,240,115,0.439,-140.68,19.1,121,0.435,-82.71,14.9
EURJPY,GBPJPY,200,2.0,1.0,3.5,480,115,0.439,-140.68,19.1,121,0.435,-82.71,14.9
EURJPY,GBPJPY,200,2.0,1.0,5.0,240,50,0.721,-40.24,42.0,46,0.572,-42.26,32.6
EURJPY,GBPJPY,200,2.0,1.0,5.0,480,50,0.721,-40.24,42.0,46,0.572,-42.26,32.6
EURJPY,GBPJPY,200,2.5,0.0,3.5,240,92,0.223,-222.39,16.3,97,0.3,-100.09,8.2
EURJPY,GBPJPY,200,2.5,0.0,3.5,480,78,0.456,-104.29,17.9,91,0.172,-120.78,7.7
EURJPY,GBPJPY,200,2.5,0.0,5.0,240,29,0.329,-120.25,37.9,24,0.368,-53.6,25.0
EURJPY,GBPJPY,200,2.5,0.5,3.5,240,98,0.536,-90.99,16.3,106,0.435,-73.8,12.3
EURJPY,GBPJPY,200,2.5,0.5,3.5,480,98,0.536,-90.99,16.3,106,0.435,-73.8,12.3
EURJPY,GBPJPY,200,2.5,0.5,5.0,240,33,1.1,9.34,39.4,31,0.45,-36.0,29.0
EURJPY,GBPJPY,200,2.5,0.5,5.0,480,33,1.1,9.34,39.4,31,0.481,-33.19,32.3
EURJPY,GBPJPY,200,2.5,1.0,3.5,240,98,0.421,-110.18,15.3,108,0.386,-76.69,13.0
EURJPY,GBPJPY,200,2.5,1.0,3.5,480,98,0.421,-110.18,15.3,108,0.386,-76.69,13.0
EURJPY,GBPJPY,200,2.5,1.0,5.0,240,33,0.888,-9.83,42.4,33,0.525,-36.24,30.3
EURJPY,GBPJPY,200,2.5,1.0,5.0,480,33,0.888,-9.83,42.4,33,0.525,-36.24,30.3
EURJPY,GBPJPY,200,3.0,0.0,3.5,240,81,0.166,-198.85,13.6,95,0.406,-70.83,6.3
EURJPY,GBPJPY,200,3.0,0.0,3.5,480,75,0.399,-114.53,13.3,90,0.254,-82.82,4.4
EURJPY,GBPJPY,200,3.0,0.5,3.5,240,84,0.271,-119.84,11.9,100,0.408,-67.68,6.0
EURJPY,GBPJPY,200,3.0,0.5,3.5,480,84,0.271,-119.84,11.9,100,0.408,-67.68,6.0
EURJPY,GBPJPY,200,3.0,1.0,3.5,240,84,0.25,-114.41,10.7,101,0.387,-64.68,6.9
EURJPY,GBPJPY,200,3.0,1.0,3.5,480,84,0.25,-114.41,10.7,101,0.387,-64.68,6.9
EURJPY,GBPJPY,300,1.5,0.0,3.5,240,47,0.447,-101.75,36.2,111,0.603,-49.63,9.9
EURJPY,GBPJPY,300,1.5,0.0,3.5,480,33,0.938,-8.89,33.3,102,0.42,-70.6,8.8
EURJPY,GBPJPY,300,1.5,0.0,5.0,240,36,0.44,-99.21,44.4,22,0.815,-14.84,40.9
EURJPY,GBPJPY,300,1.5,0.5,3.5,240,58,0.506,-84.79,36.2,121,0.469,-78.04,13.2
EURJPY,GBPJPY,300,1.5,0.5,3.5,480,56,0.476,-94.66,33.9,119,0.492,-72.68,12.6
EURJPY,GBPJPY,300,1.5,0.5,5.0,240,46,0.493,-84.18,41.3,30,0.776,-19.37,46.7
EURJPY,GBPJPY,300,1.5,0.5,5.0,480,44,0.491,-89.0,38.6,28,0.794,-16.26,46.4
EURJPY,GBPJPY,300,1.5,1.0,3.5,240,60,0.517,-82.23,36.7,121,0.498,-69.35,14.0
EURJPY,GBPJPY,300,1.5,1.0,3.5,480,59,0.51,-85.25,35.6,120,0.501,-68.89,13.3
EURJPY,GBPJPY,300,1.5,1.0,5.0,240,48,0.521,-78.87,41.7,30,0.833,-12.94,46.7
EURJPY,GBPJPY,300,1.5,1.0,5.0,480,47,0.527,-79.62,40.4,29,0.839,-12.48,44.8
EURJPY,GBPJPY,300,2.0,0.0,3.5,240,42,0.866,-14.66,33.3,108,0.479,-59.84,10.2
EURJPY,GBPJPY,300,2.0,0.0,3.5,480,30,1.427,44.96,40.0,101,0.394,-66.69,8.9
EURJPY,GBPJPY,300,2.0,0.0,5.0,240,30,0.81,-20.6,43.3,18,0.796,-13.3,44.4
EURJPY,GBPJPY,300,2.0,0.5,3.5,240,48,0.813,-22.89,33.3,113,0.512,-56.5,11.5
EURJPY,GBPJPY,300,2.0,0.5,3.5,480,48,0.799,-25.3,33.3,112,0.518,-54.85,11.6
EURJPY,GBPJPY,300,2.0,0.5,5.0,240,36,0.798,-23.79,44.4,22,1.087,4.62,50.0
EURJPY,GBPJPY,300,2.0,0.5,5.0,480,36,0.837,-19.86,44.4,21,1.031,1.57,52.4
EURJPY,GBPJPY,300,2.0,1.0,3.5,240,48,0.81,-21.23,37.5,113,0.474,-64.09,11.5
EURJPY,GBPJPY,300,2.0,1.0,3.5,480,48,0.796,-23.14,37.5,113,0.483,-63.0,11.5
EURJPY,GBPJPY,300,2.0,1.0,5.0,240,36,0.819,-19.38,50.0,22,0.876,-7.69,45.5
EURJPY,GBPJPY,300,2.0,1.0,5.0,480,36,0.838,-17.71,50.0,22,0.894,-6.6,45.5
EURJPY,GBPJPY,300,2.5,0.0,3.5,240,37,0.797,-20.68,32.4,104,0.418,-57.81,7.7
EURJPY,GBPJPY,300,2.5,0.0,3.5,480,27,1.029,2.13,29.6,99,0.358,-61.1,7.1
EURJPY,GBPJPY,300,2.5,0.0,5.0,240,25,0.775,-22.52,44.0,13,1.004,0.16,53.8
EURJPY,GBPJPY,300,2.5,0.5,3.5,240,39,0.683,-33.03,33.3,104,0.351,-55.9,7.7
EURJPY,GBPJPY,300,2.5,0.5,3.5,480,39,0.7,-30.6,33.3,104,0.416,-48.91,8.7
EURJPY,GBPJPY,300,2.5,0.5,5.0,240,27,0.677,-32.35,44.4,13,1.084,2.1,61.5
EURJPY,GBPJPY,300,2.5,0.5,5.0,480,27,0.742,-25.19,44.4,13,1.391,7.5,69.2
EURJPY,GBPJPY,300,2.5,1.0,3.5,240,39,0.6,-41.83,35.9,104,0.353,-57.65,5.8
EURJPY,GBPJPY,300,2.5,1.0,3.5,480,39,0.625,-37.71,35.9,104,0.356,-57.41,5.8
EURJPY,GBPJPY,300,2.5,1.0,5.0,240,27,0.617,-38.4,48.1,13,0.955,-1.26,38.5
EURJPY,GBPJPY,300,2.5,1.0,5.0,480,27,0.664,-32.31,48.1,13,0.964,-1.02,38.5
EURJPY,GBPJPY,500,1.5,0.0,3.5,240,100,0.36,-119.29,15.0,36,0.661,-23.61,30.6
EURJPY,GBPJPY,500,1.5,0.0,3.5,480,91,0.76,-34.61,13.2,29,0.856,-7.81,20.7
EURJPY,GBPJPY,500,1.5,0.0,5.0,240,30,0.685,-37.19,50.0,18,0.629,-23.58,55.6
EURJPY,GBPJPY,500,1.5,0.5,3.5,240,102,0.264,-146.77,11.8,37,0.861,-10.41,32.4
EURJPY,GBPJPY,500,1.5,0.5,3.5,480,96,0.314,-137.1,9.4,36,0.941,-4.03,27.8
EURJPY,GBPJPY,500,1.5,0.5,5.0,240,32,0.375,-95.23,28.1,19,0.849,-10.38,57.9
EURJPY,GBPJPY,500,1.5,0.5,5.0,480,25,0.485,-75.06,24.0,18,1.001,0.07,50.0
EURJPY,GBPJPY,500,1.5,1.0,3.5,240,103,0.296,-124.29,14.6,37,1.015,0.94,29.7
EURJPY,GBPJPY,500,1.5,1.0,3.5,480,97,0.327,-114.37,14.4,36,1.187,11.05,30.6
EURJPY,GBPJPY,500,1.5,1.0,5.0,240,33,0.433,-74.2,36.4,19,1.017,0.97,52.6
EURJPY,GBPJPY,500,1.5,1.0,5.0,480,26,0.502,-60.13,38.5,18,1.286,15.16,55.6
EURJPY,GBPJPY,500,2.0,0.0,3.5,240,88,0.216,-112.92,8.0,30,1.176,8.21,20.0
EURJPY,GBPJPY,500,2.0,0.0,3.5,480,87,0.525,-62.79,12.6,26,0.96,-1.22,19.2
EURJPY,GBPJPY,500,2.0,0.5,3.5,240,90,0.122,-130.26,7.8,31,1.396,18.72,22.6
EURJPY,GBPJPY,500,2.0,0.5,3.5,480,89,0.168,-133.91,9.0,31,1.067,3.31,19.4
EURJPY,GBPJPY,500,2.0,1.0,3.5,240,90,0.128,-116.5,8.9,31,1.288,12.35,25.8
EURJPY,GBPJPY,500,2.0,1.0,3.5,480,89,0.139,-118.97,11.2,31,1.161,6.92,25.8
EURJPY,GBPJPY,500,2.5,0.0,3.5,240,84,0.138,-118.17,10.7,27,1.863,19.6,22.2
EURJPY,GBPJPY,500,2.5,0.0,3.5,480,83,0.489,-45.07,10.8,25,1.568,8.61,24.0
EURJPY,GBPJPY,500,2.5,0.5,3.5,240,84,0.11,-123.7,9.5,28,1.75,19.58,21.4
EURJPY,GBPJPY,500,2.5,0.5,3.5,480,84,0.167,-108.13,8.3,28,1.099,3.21,17.9
EURJPY,GBPJPY,500,2.5,1.0,3.5,240,84,0.126,-105.58,9.5,28,1.713,15.94,25.0
EURJPY,GBPJPY,500,2.5,1.0,3.5,480,84,0.115,-105.99,7.1,28,1.432,10.51,21.4
EURJPY,GBPJPY,500,3.0,0.0,3.5,240,79,0.123,-75.46,6.3,21,2.861,13.2,14.3
EURJPY,GBPJPY,500,3.0,0.0,3.5,480,79,0.583,-29.02,8.9,21,1.696,4.94,14.3
EURJPY,GBPJPY,500,3.0,0.5,3.5,240,79,0.127,-72.67,6.3,21,2.816,12.88,14.3
EURJPY,GBPJPY,500,3.0,0.5,3.5,480,79,0.251,-59.36,7.6,21,1.307,3.94,9.5
EURJPY,GBPJPY,500,3.0,1.0,3.5,240,79,0.142,-63.96,6.3,21,1.621,4.4,14.3
EURJPY,GBPJPY,500,3.0,1.0,3.5,480,79,0.165,-59.76,7.6,21,0.76,-2.54,9.5
EURUSD,GBPUSD,200,1.5,0.0,3.5,240,130,0.484,-147.0,14.6,97,0.42,-92.11,14.4
EURUSD,GBPUSD,200,1.5,0.0,3.5,480,112,0.439,-110.63,14.3,84,0.543,-53.07,11.9
EURUSD,GBPUSD,200,1.5,0.0,5.0,240,47,0.772,-43.89,36.2,32,0.302,-85.76,28.1
EURUSD,GBPUSD,200,1.5,0.0,5.0,480,29,1.008,0.85,51.7,19,1.184,9.61,42.1
EURUSD,GBPUSD,200,1.5,0.5,3.5,240,161,0.468,-161.62,21.1,118,0.418,-104.84,18.6
EURUSD,GBPUSD,200,1.5,0.5,3.5,480,160,0.483,-153.26,21.2,117,0.386,-110.67,17.9
EURUSD,GBPUSD,200,1.5,0.5,5.0,240,78,0.613,-84.05,39.7,51,0.615,-49.47,37.3
EURUSD,GBPUSD,200,1.5,0.5,5.0,480,75,0.646,-73.33,40.0,50,0.569,-55.3,36.0
EURUSD,GBPUSD,200,1.5,1.0,3.5,240,164,0.476,-150.14,19.5,117,0.363,-110.09,17.1
EURUSD,GBPUSD,200,1.5,1.0,3.5,480,164,0.476,-150.14,19.5,117,0.363,-110.09,17.1
EURUSD,GBPUSD,200,1.5,1.0,5.0,240,79,0.651,-70.21,35.4,50,0.537,-54.71,32.0
EURUSD,GBPUSD,200,1.5,1.0,5.0,480,79,0.651,-70.21,35.4,50,0.537,-54.71,32.0
EURUSD,GBPUSD,200,2.0,0.0,3.5,240,124,0.533,-114.33,12.9,94,0.431,-85.22,12.8
EURUSD,GBPUSD,200,2.0,0.0,3.5,480,110,0.398,-118.72,11.8,85,0.632,-41.15,11.8
EURUSD,GBPUSD,200,2.0,0.0,5.0,240,40,0.863,-20.02,32.5,28,0.981,-1.37,35.7
EURUSD,GBPUSD,200,2.0,0.0,5.0,480,26,0.722,-26.79,46.2,19,1.469,23.12,36.8
EURUSD,GBPUSD,200,2.0,0.5,3.5,240,141,0.456,-129.51,18.4,108,0.351,-101.13,13.9
EURUSD,GBPUSD,200,2.0,0.5,3.5,480,140,0.44,-128.89,18.6,108,0.351,-101.13,13.9
EURUSD,GBPUSD,200,2.0,0.5,5.0,240,56,0.653,-52.41,37.5,41,0.556,-45.75,31.7
EURUSD,GBPUSD,200,2.0,0.5,5.0,480,55,0.651,-48.96,38.2,41,0.556,-45.75,31.7
EURUSD,GBPUSD,200,2.0,1.0,3.5,240,142,0.463,-115.92,19.7,108,0.337,-101.06,13.9
EURUSD,GBPUSD,200,2.0,1.0,3.5,480,142,0.463,-115.92,19.7,108,0.337,-101.06,13.9
EURUSD,GBPUSD,200,2.0,1.0,5.0,240,57,0.724,-35.99,40.4,41,0.536,-45.68,29.3
EURUSD,GBPUSD,200,2.0,1.0,5.0,480,57,0.724,-35.99,40.4,41,0.536,-45.68,29.3
EURUSD,GBPUSD,200,2.5,0.0,3.5,240,117,0.536,-91.07,10.3,91,0.495,-62.34,14.3
EURUSD,GBPUSD,200,2.5,0.0,3.5,480,108,0.434,-92.25,10.2,84,0.367,-69.51,7.1
EURUSD,GBPUSD,200,2.5,0.0,5.0,240,32,0.951,-4.95,34.4,24,1.044,2.63,41.7
EURUSD,GBPUSD,200,2.5,0.5,3.5,240,125,0.377,-112.92,11.2,100,0.302,-93.98,13.0
EURUSD,GBPUSD,200,2.5,0.5,3.5,480,125,0.377,-112.92,11.2,100,0.302,-93.98,13.0
EURUSD,GBPUSD,200,2.5,0.5,5.0,240,40,0.634,-32.99,32.5,33,0.532,-38.6,33.3
EURUSD,GBPUSD,200,2.5,0.5,5.0,480,40,0.634,-32.99,32.5,33,0.532,-38.6,33.3
EURUSD,GBPUSD,200,2.5,1.0,3.5,240,125,0.424,-96.11,11.2,100,0.355,-84.62,14.0
EURUSD,GBPUSD,200,2.5,1.0,3.5,480,125,0.424,-96.11,11.2,100,0.355,-84.62,14.0
EURUSD,GBPUSD,200,2.5,1.0,5.0,240,40,0.797,-16.18,30.0,33,0.62,-29.24,33.3
EURUSD,GBPUSD,200,2.5,1.0,5.0,480,40,0.797,-16.18,30.0,33,0.62,-29.24,33.3
EURUSD,GBPUSD,200,3.0,0.0,3.5,240,112,0.306,-122.05,7.1,87,0.21,-107.79,6.9
EURUSD,GBPUSD,200,3.0,0.0,3.5,480,106,0.452,-81.39,8.5,83,0.235,-85.91,4.8
EURUSD,GBPUSD,200,3.0,0.0,5.0,240,27,0.557,-41.29,29.6,20,0.371,-46.14,20.0
EURUSD,GBPUSD,200,3.0,0.5,3.5,240,116,0.307,-104.88,10.3,88,0.13,-89.48,6.8
EURUSD,GBPUSD,200,3.0,0.5,3.5,480,116,0.307,-104.88,10.3,88,0.13,-89.48,6.8
EURUSD,GBPUSD,200,3.0,0.5,5.0,240,31,0.624,-24.95,35.5,21,0.312,-33.78,23.8
EURUSD,GBPUSD,200,3.0,0.5,5.0,480,31,0.624,-24.95,35.5,21,0.312,-33.78,23.8
EURUSD,GBPUSD,200,3.0,1.0,3.5,240,116,0.355,-86.66,9.5,88,0.142,-92.2,8.0
EURUSD,GBPUSD,200,3.0,1.0,3.5,480,116,0.355,-86.66,9.5,88,0.142,-92.2,8.0
EURUSD,GBPUSD,200,3.0,1.0,5.0,240,31,0.869,-6.72,32.3,21,0.297,-36.5,23.8
EURUSD,GBPUSD,200,3.0,1.0,5.0,480,31,0.869,-6.72,32.3,21,0.297,-36.5,23.8
EURUSD,GBPUSD,300,1.5,0.0,3.5,240,76,0.816,-27.74,26.3,92,0.168,-131.36,5.4
EURUSD,GBPUSD,300,1.5,0.0,3.5,480,60,0.709,-39.97,16.7,83,0.425,-58.06,4.8
EURUSD,GBPUSD,300,1.5,0.0,5.0,240,42,1.014,1.77,47.6,23,0.22,-96.59,26.1
EURUSD,GBPUSD,300,1.5,0.0,5.0,480,27,0.764,-31.51,33.3,14,0.253,-70.58,14.3
EURUSD,GBPUSD,300,1.5,0.5,3.5,240,89,0.788,-33.47,25.8,99,0.218,-122.78,7.1
EURUSD,GBPUSD,300,1.5,0.5,3.5,480,86,0.841,-24.65,26.7,99,0.28,-112.07,8.1
EURUSD,GBPUSD,300,1.5,0.5,5.0,240,53,0.854,-20.2,41.5,29,0.297,-86.12,24.1
EURUSD,GBPUSD,300,1.5,0.5,5.0,480,50,0.901,-13.47,42.0,28,0.356,-73.34,25.0
EURUSD,GBPUSD,300,1.5,1.0,3.5,240,90,0.865,-20.48,30.0,102,0.214,-119.99,8.8
EURUSD,GBPUSD,300,1.5,1.0,3.5,480,89,0.875,-18.89,30.3,102,0.214,-119.99,8.8
EURUSD,GBPUSD,300,1.5,1.0,5.0,240,54,0.907,-12.34,46.3,31,0.279,-81.25,29.0
EURUSD,GBPUSD,300,1.5,1.0,5.0,480,53,0.941,-7.71,47.2,31,0.279,-81.25,29.0
EURUSD,GBPUSD,300,2.0,0.0,3.5,240,70,0.762,-33.71,18.6,91,0.314,-83.91,6.6
EURUSD,GBPUSD,300,2.0,0.0,3.5,480,58,1.719,56.8,22.4,83,0.475,-47.18,6.0
EURUSD,GBPUSD,300,2.0,0.0,5.0,240,34,0.751,-31.75,29.4,20,0.42,-49.53,30.0
EURUSD,GBPUSD,300,2.0,0.5,3.5,240,76,1.056,5.73,25.0,93,0.254,-86.05,8.6
EURUSD,GBPUSD,300,2.0,0.5,3.5,480,76,1.122,12.26,26.3,93,0.339,-76.32,8.6
EURUSD,GBPUSD,300,2.0,0.5,5.0,240,40,1.229,18.92,42.5,22,0.358,-47.31,31.8
EURUSD,GBPUSD,300,2.0,0.5,5.0,480,40,1.29,23.44,45.0,22,0.49,-37.59,31.8
EURUSD,GBPUSD,300,2.0,1.0,3.5,240,76,1.04,4.2,27.6,93,0.262,-77.88,7.5
EURUSD,GBPUSD,300,2.0,1.0,3.5,480,76,1.034,3.6,27.6,93,0.262,-77.88,7.5
EURUSD,GBPUSD,300,2.0,1.0,5.0,240,40,1.135,11.49,45.0,22,0.403,-39.15,31.8
EURUSD,GBPUSD,300,2.0,1.0,5.0,480,40,1.175,14.79,47.5,22,0.403,-39.15,31.8
EURUSD,GBPUSD,300,2.5,0.0,3.5,240,61,0.532,-58.26,16.4,85,0.153,-88.31,4.7
EURUSD,GBPUSD,300,2.5,0.0,3.5,480,52,1.139,11.04,17.3,81,0.343,-54.4,6.2
EURUSD,GBPUSD,300,2.5,0.0,5.0,240,25,0.508,-54.9,24.0,14,0.174,-55.5,28.6
EURUSD,GBPUSD,300,2.5,0.5,3.5,240,62,0.883,-8.17,25.8,86,0.125,-89.04,4.7
EURUSD,GBPUSD,300,2.5,0.5,3.5,480,62,0.976,-1.68,27.4,86,0.229,-78.49,4.7
EURUSD,GBPUSD,300,2.5,0.5,5.0,240,26,1.151,7.33,50.0,15,0.155,-50.31,26.7
EURUSD,GBPUSD,300,2.5,0.5,5.0,480,26,1.196,9.5,50.0,15,0.332,-39.75,26.7
EURUSD,GBPUSD,300,2.5,1.0,3.5,240,62,0.985,-1.07,24.2,86,0.147,-74.53,5.8
EURUSD,GBPUSD,300,2.5,1.0,3.5,480,62,0.985,-1.07,24.2,86,0.147,-74.53,5.8
EURUSD,GBPUSD,300,2.5,1.0,5.0,240,26,1.177,8.96,42.3,15,0.227,-35.79,33.3
EURUSD,GBPUSD,300,2.5,1.0,5.0,480,26,1.199,10.11,42.3,15,0.227,-35.79,33.3
EURUSD,GBPUSD,300,3.0,0.0,3.5,240,52,1.021,1.26,15.4,81,0.132,-74.1,2.5
EURUSD,GBPUSD,300,3.0,0.0,3.5,480,48,0.631,-32.96,12.5,79,0.137,-63.38,2.5
EURUSD,GBPUSD,300,3.0,0.5,3.5,240,52,0.811,-10.53,19.2,82,0.093,-77.5,2.4
EURUSD,GBPUSD,300,3.0,0.5,3.5,480,52,0.846,-8.36,21.2,82,0.093,-77.5,2.4
EURUSD,GBPUSD,300,3.0,1.0,3.5,240,52,0.931,-3.74,19.2,82,0.096,-69.39,3.7
EURUSD,GBPUSD,300,3.0,1.0,3.5,480,52,0.931,-3.74,19.2,82,0.096,-69.39,3.7
EURUSD,GBPUSD,500,1.5,0.0,3.5,240,96,0.392,-128.83,12.5,55,0.462,-38.4,14.5
EURUSD,GBPUSD,500,1.5,0.0,3.5,480,87,0.811,-29.41,14.9,49,0.528,-33.02,18.4
EURUSD,GBPUSD,500,1.5,0.0,5.0,240,30,0.53,-82.76,40.0,19,0.862,-5.7,47.4
EURUSD,GBPUSD,500,1.5,0.5,3.5,240,100,0.471,-108.36,17.0,57,0.333,-54.43,19.3
EURUSD,GBPUSD,500,1.5,0.5,3.5,480,96,0.473,-97.17,18.8,54,0.364,-52.0,14.8
EURUSD,GBPUSD,500,1.5,0.5,5.0,240,33,0.653,-50.54,51.5,20,0.61,-20.3,50.0
EURUSD,GBPUSD,500,1.5,0.5,5.0,480,27,0.636,-43.35,63.0,17,0.547,-23.9,35.3
EURUSD,GBPUSD,500,1.5,1.0,3.5,240,100,0.499,-98.59,16.0,58,0.393,-50.7,15.5
EURUSD,GBPUSD,500,1.5,1.0,3.5,480,96,0.453,-98.08,16.7,55,0.364,-49.88,14.5
EURUSD,GBPUSD,500,1.5,1.0,5.0,240,33,0.703,-40.76,48.5,21,0.686,-17.09,38.1
EURUSD,GBPUSD,500,1.5,1.0,5.0,480,27,0.612,-44.26,55.6,18,0.56,-21.78,33.3
EURUSD,GBPUSD,500,2.0,0.0,3.5,240,85,0.27,-106.91,10.6,53,0.663,-19.76,17.0
EURUSD,GBPUSD,500,2.0,0.0,3.5,480,82,1.007,0.78,12.2,49,0.54,-32.06,14.3
EURUSD,GBPUSD,500,2.0,0.5,3.5,240,87,0.473,-73.74,13.8,54,0.54,-28.9,16.7
EURUSD,GBPUSD,500,2.0,0.5,3.5,480,86,0.49,-71.3,14.0,53,0.533,-29.93,15.1
EURUSD,GBPUSD,500,2.0,1.0,3.5,240,87,0.398,-88.19,11.5,54,0.471,-34.76,14.8
EURUSD,GBPUSD,500,2.0,1.0,3.5,480,86,0.455,-75.33,12.8,53,0.494,-33.62,17.0
EURUSD,GBPUSD,500,2.5,0.0,3.5,240,80,0.331,-81.88,10.0,48,0.386,-34.05,12.5
EURUSD,GBPUSD,500,2.5,0.0,3.5,480,79,0.777,-25.22,8.9,45,1.036,1.9,13.3
EURUSD,GBPUSD,500,2.5,0.5,3.5,240,80,0.474,-63.91,8.8,49,0.443,-30.21,14.3
EURUSD,GBPUSD,500,2.5,0.5,3.5,480,80,0.468,-66.8,8.8,49,0.433,-29.44,12.2
EURUSD,GBPUSD,500,2.5,1.0,3.5,240,80,0.444,-68.28,8.8,49,0.499,-26.11,16.3
EURUSD,GBPUSD,500,2.5,1.0,3.5,480,80,0.444,-68.08,8.8,49,0.491,-26.99,16.3
EURUSD,GBPUSD,500,3.0,0.0,3.5,240,76,0.345,-51.64,7.9,40,0.003,-35.12,2.5
EURUSD,GBPUSD,500,3.0,0.0,3.5,480,76,0.826,-12.88,5.3,40,0.002,-51.16,2.5
EURUSD,GBPUSD,500,3.0,0.5,3.5,240,76,0.381,-50.77,6.6,40,0.118,-34.8,5.0
EURUSD,GBPUSD,500,3.0,0.5,3.5,480,76,0.374,-54.0,6.6,40,0.119,-34.39,5.0
EURUSD,GBPUSD,500,3.0,1.0,3.5,240,76,0.343,-53.17,6.6,40,0.191,-32.04,5.0
EURUSD,GBPUSD,500,3.0,1.0,3.5,480,76,0.344,-52.97,6.6,40,0.191,-32.04,5.0
GBPUSD,USDCHF,200,1.5,0.0,3.5,240,106,0.585,-234.76,21.7,94,0.986,-3.95,18.1
GBPUSD,USDCHF,200,1.5,0.0,3.5,480,85,0.657,-185.21,16.5,83,0.515,-113.55,12.0
GBPUSD,USDCHF,200,1.5,0.0,5.0,240,44,0.413,-366.3,38.6,32,1.327,72.48,43.8
GBPUSD,USDCHF,200,1.5,0.0,5.0,480,25,1.751,190.27,60.0,21,0.899,-15.99,42.9
GBPUSD,USDCHF,200,1.5,0.5,3.5,240,132,0.685,-197.33,25.0,115,1.085,25.75,22.6
GBPUSD,USDCHF,200,1.5,0.5,3.5,480,132,0.666,-212.51,25.0,114,1.14,41.19,21.9
GBPUSD,USDCHF,200,1.5,0.5,5.0,240,67,0.77,-126.59,47.8,49,1.318,75.64,49.0
GBPUSD,USDCHF,200,1.5,0.5,5.0,480,67,0.747,-141.77,47.8,48,1.397,91.08,47.9
GBPUSD,USDCHF,200,1.5,1.0,3.5,240,139,0.743,-155.13,28.1,116,1.126,32.27,25.9
GBPUSD,USDCHF,200,1.5,1.0,3.5,480,139,0.74,-158.18,28.1,115,1.194,49.73,25.2
GBPUSD,USDCHF,200,1.5,1.0,5.0,240,74,0.842,-84.41,48.6,50,1.427,82.15,54.0
GBPUSD,USDCHF,200,1.5,1.0,5.0,480,74,0.837,-87.46,48.6,49,1.518,99.61,53.1
GBPUSD,USDCHF,200,2.0,0.0,3.5,240,101,0.646,-164.33,19.8,91,0.795,-59.27,18.7
GBPUSD,USDCHF,200,2.0,0.0,3.5,480,84,0.473,-276.06,14.3,82,0.467,-133.63,12.2
GBPUSD,USDCHF,200,2.0,0.0,5.0,240,38,0.523,-223.43,39.5,28,0.929,-15.76,39.3
GBPUSD,USDCHF,200,2.0,0.5,3.5,240,119,0.824,-82.42,22.7,105,1.255,56.11,22.9
GBPUSD,USDCHF,200,2.0,0.5,3.5,480,119,0.824,-82.42,22.7,105,1.158,36.64,21.9
GBPUSD,USDCHF,200,2.0,0.5,5.0,240,54,0.97,-11.7,48.1,39,1.665,106.05,53.8
GBPUSD,USDCHF,200,2.0,0.5,5.0,480,54,0.97,-11.7,48.1,39,1.505,86.58,51.3
GBPUSD,USDCHF,200,2.0,1.0,3.5,240,122,0.915,-36.12,26.2,106,1.19,39.92,23.6
GBPUSD,USDCHF,200,2.0,1.0,3.5,480,122,0.915,-36.12,26.2,106,1.225,47.29,23.6
GBPUSD,USDCHF,200,2.0,1.0,5.0,240,57,1.097,34.6,52.6,40,1.604,89.85,52.5
GBPUSD,USDCHF,200,2.0,1.0,5.0,480,57,1.097,34.6,52.6,40,1.654,97.22,52.5
GBPUSD,USDCHF,200,2.5,0.0,3.5,240,94,0.929,-25.73,18.1,86,0.404,-176.15,12.8
GBPUSD,USDCHF,200,2.5,0.0,3.5,480,82,0.444,-284.92,12.2,80,0.686,-64.77,12.5
GBPUSD,USDCHF,200,2.5,0.0,5.0,240,30,1.003,1.03,43.3,21,0.593,-74.07,33.3
GBPUSD,USDCHF,200,2.5,0.5,3.5,240,105,0.848,-51.73,22.9,95,0.706,-61.76,15.8
GBPUSD,USDCHF,200,2.5,0.5,3.5,480,105,0.848,-51.73,22.9,95,0.706,-61.76,15.8
GBPUSD,USDCHF,200,2.5,0.5,5.0,240,40,1.069,18.99,57.5,29,0.92,-11.78,48.3
GBPUSD,USDCHF,200,2.5,0.5,5.0,480,40,1.069,18.99,57.5,29,0.92,-11.78,48.3
